Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
08_2023;HB  MAPAR  Á  -  IMPERIAL    I -  MISS  SAMYA   -  MISS  SAMYA;4;CPBLEM;CPBLEM;PANAMÁ;1,308;15,01;12:00;21/MAR/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,46666667;-48,70194444;0;0;0;021E003700;AÇO;
06_2023;DEUS   É  TUDO;3;CPFTZA;CPFTZA;BRASIL;NÃO INSCRITA;9,97;1:00;23/MAR/2023;BOTE;INTERIOR;PESCA;MOTOR;RUPTURA DE CABOS;-2,80000000;-40,22861111;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
10_2023;CECILIA   E  PEDRO   -  OLIVENCE   IX;2;CPSALV;CPSALV;BRASIL;3;7,3;13:00;24/MAR/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-13,56666667;-38,96583333;0;1;0;5210200710;FIBRA;
08_2023;GREEK   FRIENDSHIP;5;CPGRAN;CPGRAN;CHIPRE;43,987;228,9;-2:00;27/MAR/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;TRANSPORTE DE TÓXICOS /CONTRABANDO MERCADORIA ILEGAL;-8,10000000;-52,10277778;0;0;0;SOLAS -IMO  9847865;AÇO;
15_2023;WALDEMIRO    LUSTOZA   III;9;CPNAUS;AGITAC;BRASIL;81;18,5;11:30;25/MAR/2023;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTE DE MERGULHO;-3,15000000;-58,43361111;0;1;0;10213082;AÇO;
10_2023;PEARL   ETERNITY;5;CPGRAN;CPGRAN;ILHAS MARSHALL;36,298;199,9;11:00;29/MAR/2023;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;TRANSPORTE DE TÓXICOS /CONTRABANDO MERCADORIA ILEGAL;-8,10000000;-52,10277778;0;0;0;SOLAS -IMO  9950416;AÇO;
09_2023;JOSE  &  MARIA   II;5;CPGRAN;CPGRAN;BRASIL;MIUDA;6;18:50;27/MAR/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;-8,05000000;-52,08805556;0;0;0;401M2016008959;ALUMÍNIO;
11_2023;BILLE   JEAN;4;CFAREM;CFAREM;BRASIL;0;3,22;21:00;04/MAR/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-2,40000000;-54,80972222;0;0;0;023M2011000961;FIBRA;
05_2023;HELLAS   TATIANA;4;CPLUIZ;CPLUIZ;ILHAS MARSHALL;29,45;182,99;8:40;30/MAR2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;INCÊNDIO;-2,16666667;-44,15833333;0;0;0;SOLAS -IMO  9794719;AÇO;
14-A/2023;PROSPERIDADE;8;CPSANT;CPSANT;BRASIL;0;3,31;11:00;27/MAR/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,98333333;-23,99527778;0;2;0;401M2022006298;FIBRA;
04_2023;BINTANG;8;CPAGUA;CPAGUA;BRASIL;5,51;8,63;7:00;30/MAR/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-1,55000000;-48,42527778;0;0;0;4215517087;FIBRA;
06_2023;CAMILA   IV  -  GIVANA;8;DLTIAO;DLTIAO;BRASIL;0,9;7,5;07:30;31/MAR/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,71666667;-45,33777778;0;0;0;4030178944;MADEIRA;NÃO POSSUI
02_2023;JUNCO   I;3;CPNATL;CPNATL;BRASIL;8;11;20:45;30/MAR/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-5,56666667;-34,97861111;0;0;0;2412223271;FIBRA;
06_2023;BREAD   PET;1;DLCABO;DLCABO;BRASIL;1;4,37;3:00;02/ABR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,83333333;-42,20333333;0;0;0;381M2023000559;FIBRA;
07_2023;ITL  4  -  BERTOLINI    DXI  -  CITY  V  -  CITY  XXIII   -  REBECCA   GISLAINE;4;CFAREM;CFAREM;BRASIL;77;15;04:00;24/MAR/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-2,38333333;-54,75027778;0;0;0;10195301;AÇO;
06_2023;SEM   NOME;4;CPLUIZ;CPLUIZ;BRASIL;0;3,5;9:00;01/ABR/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;3;0;0;A SER APURADO;FIBRA;
06_2023;Fé  e  Confian  ça;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;8;10:00;09/JAN/2023;LANCHA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-0,98333333;-50,80777778;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
03_2023;ERIMAR;3;CPNATL;CPNATL;BRASIL;4;7,87;19:00;02/ABR/2023;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTE DE MERGULHO;-5,05000000;-35,14555556;0;0;1;1810052335;MADEIRA;NÃO POSSUI
17_2023;CHERNE   2;1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;12:30;04/ABR/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;MORTE DE PESSOA;-22,45000000;-40,46833333;1;0;0;NÃO INSCRITA;AÇO;
6_2023;IZAULINA;8;CPFTPR;CPFTPR;BRASIL;0;5,95;17:30;02/ABR/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,43333333;-49,71250000;0;0;0;405m2019009291;ALUMÍNIO;
08_2023;CIAO;1;DLANGR;DLANGR;BRASIL;0,1;9,18;12:00;01/MAR/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,00000000;-44,28472222;0;0;0;3810508985;FIBRA;
15-A/2023;AMÉRICO  VESP ÚCIO;8;CPSANT;CPSANT;BRASIL;42,564;227,97;19:02;30/MAR/2023;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-23,98333333;-23,99444444;0;0;0;SOLAS -IMO  9603233;AÇO;
07_2023;SEM   NOME;4;CPLUIZ;CPLUIZ;BRASIL;NÃO INSCRITA;A SER APURADO;12:00;02/ABR/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-4,21666667;-44,77250000;3;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
_2023;RAQUEL;2;DLSEGU;DLSEGU;BRASIL;0;8,1;7:30;08/ABR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-16,33333333;-38,98111111;0;0;0;3.830.104.863;FIBRA;
15_2023;NAMORADO   -2;1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;10:25;15/MAR/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,45000000;-40,41166667;0;1;0;NÃO INSCRITA;AÇO;
18_2023;FPSO   CARIOCA   MV30;1;CPRIOJ;CPRIOJ;BAHAMAS;167,117;332;13:30;02/ABR/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS  EM GERAL A BORDO;-1,21666667;-42,57055556;0;1;0;382E000447;AÇO;
07_2023;AEROMAR;1;DLCABO;DLCABO;BRASIL;1;5,3;10:40;06/ABR/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,86666667;-42,02416667;0;0;0;384M2013000193;MADEIRA;NÃO POSSUI
05_2023;SEM   NOME;2;DLHEUS;DLHEUS;BRASIL;0;3,23;12:00;10/ABR/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-14,51666667;-39,02083333;1;1;0;NÃO INSCRITA;FIBRA;
008_2023;DEUS   É FIÉL;3;CPCEIO;CPCEIO;BRASIL;0;5,86;12:00;06/ABR/2023;JANGADA;INTERIOR;PASSAGEIROS;MOTOR;EMBORCAMENTO;-8,96666667;-35,17527778;0;0;0;241M2021000289;MADEIRA;NÃO POSSUI
13_2023;P-58;1;CPVITO;CPVITO;ILHAS MARSHALL;155,33;330;8:00;09/ABR/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,20000000;-39,99694444;0;1;0;461E000971;AÇO;
11_2023;ECO  ENERGIA   I  - J.A  PESCADOS    III;5;CPGRAN;CPGRAN;BRASIL;18;14,2;4:40;11/ABR/2023;BARCO;INTERIOR;PESCA;MOTOR;ABALROAMENTO;-7,71666667;-52,05972222;0;0;0;4610070   383;MADEIRA;NÃO POSSUI
1_2023;KATTAMARAM     III;5;CPFPOL;CPFPOL;BRASIL;296;35,25;16:08;11/ABR/2023;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;COLISÃO ;-3,55000000;-48,56388889;0;0;0;9610   159109;AÇO;
4_2023;VIBE;5;DCPJAI;DCPJAI;BRASIL;0;3,31;16:00;26/MAR/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,11666667;-48,58333333;0;0;0;433M2023000077;FIBRA;
09_2023;Fé  e  Uni ão II;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;15:00;18/FEV/2023;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,11666667;-48,32027778;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
07_2023;CÃAPOR  Ã  WY;3;CPFTZA;CPFTZA;BRASIL;2;8,43;17:00;13/ABR/2023;CANOA;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;-2,56666667;-40,84166667;0;0;0;163004660    4;MADEIRA;NÃO POSSUI
03_2023;FRED;8;CPFOZU;CPFOZU;BRASIL;2;5,5;23:30;10/ABRIL/20;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-1,85000000;-53,15583333;1;0;0;4054138641;ALUMÍNIO;
04_2023;PRAIA  MAR   I;5;DELUNA;DELUNA;BRASIL;5;9,49;4:00;08/ABRIL/20;BOTE;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-4,48333333;-48,74361111;0;0;0;4450080785;MADEIRA;NÃO POSSUI
009_2023;CARRO   QUEBRADO;3;CPCEIO;CPCEIO;BRASIL;1,8;6,65;16:00;15/ABR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-9,68333333;-35,78305556;1;0;0;2410144195;FIBRA;
9_2023;SAN  GEORGE;5;DLSFSL;DLSFSL;ILHAS MARSHALL;43,834;299;19:30;11/ABR/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;DESAPARECIMENTO DE PESSOA;-2,16666667;-48,34333333;0;0;1;SOLAS  -IMO  9491288;AÇO;
05_2023;MAGN  ÍFICO  II;9;CFPVEL;CFPVEL;BRASIL;1;4,6;10:40;09/ABR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-10,13333333;-65,28527778;0;0;0;004M2013000145;FIBRA;
16-A/2023;SÓ  ALEGRIA   -  KEY  WEST   I;8;CPSANT;CPSANT;BRASIL;58,2;17,2;10:30;04/MAR/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,98333333;-46,31388889;0;0;0;4010287373;FIBRA;
18-A/2023;LOBO   DO  MAR   XXX;8;CPSANT;CPSANT;BRASIL;7,6;11;20:20;07/ABR/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,98333333;-46,30194444;3;0;0;4010711931;MADEIRA;NÃO POSSUI
17-A/2023;JOTTA   I -  ROB15S;8;CPSANT;CPSANT;BRASIL;0;3,31;18:30;04/ABR/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;0,00000000;-46,29166667;0;0;0;401M2022008657;FIBRA;
08_2023;SEM   NOME;4;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;A SER APURADO;8:15;04/ABR/2023;LANCHA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-3,26666667;-45,13055556;0;0;0;A SER APURADO;FIBRA;
05_2023;SEM   NOME;3;DCPJAI;DCPJAI;BRASIL;A SER APURADO;A SER APURADO;SE:R ;A /URADO/20;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;NAUFRÁGIO;-2,88333333;-49,14250000;0;0;0;A SER APURADO;MADEIRA;NÃO POSSUI
10_2023;SEM   NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;01:00;10/ABR/2023;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;NAUFRÁGIO;-1,85000000;-49,02027778;3;0;0;NÃO INSCRITA;A SER APURADO;A SER APURADO
19_2023;REPHABELUI    -  SEM   NOME;1;CPRIOJ;CPRIOJ;BRASIL;29;14,3;11:00;24/MAR/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,93333333;-43,16555556;0;0;0;3810395765;FIBRA;
01_2023;LEONINO;7;CFGOIA;CFGOIA;BRASIL;0;3,45;20:00;21/ABR/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-18,26666667;-48,90527778;1;0;0;523M2022003838;FIBRA;
05_2023;O  PARRUDINHO;2;DLSEGU;DLSEGU;BRASIL;7;7,5;8:00;21/ABR/2023;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-16,45000000;-39,06972222;1;0;0;2930032081;MADEIRA;NÃO POSSUI
03_2023;PIPES  120;7;CFATOC;CFATOC;BRASIL;175;53;07:00;05/JAN/2020;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-7,33333333;-47,48305556;0;1;0;1270011570;AÇO;
17_2023;MANOEL   MONTEIRO;9;CPNAUS;CPNAUS;BRASIL;490;46,3;15:00;18/ABR/2023;BARCO;INTERIOR;PASSAGEIROS;MOTOR;INCÊNDIO;-3,13333333;-60,02638889;0;0;0;143491;AÇO;
06_2023;CAP.  BRUTUS;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;04:30;17/MAR/2023;BARCO;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-2,41666667;-54,72055556;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
07_2023;DEUS   É FIEL;5;DCPJAI;DCPJAI;BRASIL;2;8,34;12:00;23/ABR/2023;A SER APURADO;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-2,96666667;-48,61916667;0;0;0;4430495165;MADEIRA;NÃO POSSUI
06_2023;ALASKA   I;5;DCPJAI;DCPJAI;BRASIL;87;24,4;6:00;17/ABR/2023;BARCO;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-5,03333333;-49,24027778;1;0;0;4010383135;MADEIRA;NÃO POSSUI
05_2023;CRIS  MAR;1;DLRUCA;DLRUCA;BRASIL;45;22,6;-1:30;26/ABR/2023;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;INCÊNDIO;-22,91666667;-43,90333333;0;0;0;2820084729;MADEIRA;POSSUI
14_2023;NS -55  WEST   JUPITER;1;CPVITO;CPVITO;BRASIL;60,979;227;20:00;19/MAR/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,25000000;-40,04305556;0;1;0;AIT  381E012450;AÇO;
19_2023;TIO  MORENO   -  SALMO   9;9;CPNAUS;AGTINS;BRASIL;92;23,15;20:30;23/ABR/2023;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-2,61666667;-56,73444444;0;0;0;012- 076240 - 4;MADEIRA;POSSUI
08_2023;CMA  CGM   SINNAMARY;3;CPFTZA;CPFTZA;FRANÇA;27,571;189,9;6:20;20/ABR/2023;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;0,35000000;-36,05166667;0;0;0;SOLAS -IMO  9845673;AÇO;
04_2023;IARA  I;3;CPNATL;CPNATL;BRASIL;1;6,39;13:00;18/ABR/2023;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-6,28333333;-35,03666667;0;0;0;1810053412;MADEIRA;NÃO POSSUI
02_2023;NATUREZA;1;CFBELZ;CFBELZ;BRASIL;2,5;6;12:00;04/ABR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,13333333;-44,52111111;1;0;0;9410464668;FIBRA;
21-A/2023;OCEAN   CROWN;8;CPSANT;CPSANT;CHIPRE;30,057;189,99;8:00;22/ABR/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-23,91666667;-23,91888889;0;1;0;SOLAS -IMO  9317107;AÇO;
20-A/2023;CARIOCA;8;CPSANT;CPSANT;BRASIL;6,5;9,8;13:00;21/ABR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;-23,85000000;-46,13277778;0;0;0;3830092288;FIBRA;
19-A/2023;SEM   NOME;8;CPSANT;CPSANT;BRASIL;A SER APURADO;A SER APURADO;3:00;16/ABR/2023;LANCHA;A SER APURADO;A SER APURADO;MOTOR;NAUFRÁGIO;-1,01666667;-47,92638889;0;0;0;A SER APURADO;FIBRA;
05_2023;CHASSELAS;8;CPAGUA;CPAGUA;PANAMÁ;43,62;228,99;10:30;27/ABR/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-1,48333333;-48,48555556;0;0;0;SOLAS  -IMO  9840506;AÇO;
20_2023;ARARAS  -PATI;1;CPRIOJ;AGPRTI;BRASIL;29,3;20,9;20:00;22/ABR/2023;LANCHA;LONGO-CURSO;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,21666667;-44,70833333;0;1;0;3830089058;FIBRA;
03_2023;CORRE   CAMPO;3;CPSSOA;CPSSOA;BRASIL;NÃO INSCRITA;5;7:30;26/ABR/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;MORTE DE PESSOA;-7,50000000;-36,18361111;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
01_2023;ALICE  I;4;CPPARN;CPPARN;BRASIL;48,8;21;12:30;01/MAI/2023;BARCO;INTERIOR;CARGA;MOTOR;EMPREGO DA EMBARCAÇÃO EM ILÍCITO PENAL OU FAZENDÁRIO;-2,98333333;-41,32722222;0;0;0;220071128;AÇO;
18_2023;PETROBRAS    31;1;CPMCAE;CPMCAE;PANAMÁ;138015;321,3;8:10;19/ABR/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,11666667;-39,96611111;0;1;0;387E000615;AÇO;
19_2023;PETROBRAS    32;1;CPMCAE;CPMCAE;ILHAS MARSHALL;137086;321,35;-1:10;30/ABR/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;INCÊNDIO;-22,33333333;-40,24000000;0;0;0;387E000470;AÇO;
03_2023;FLAMINGO;1;CFBELZ;CFBELZ;BRASIL;0;2,44;20:30;31/ABR/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-19,31666667;-48,93888889;1;0;0;521M2003013437;FIBRA;
06_2023;MV  ORE  YANTAI;1;DLRUCA;DLRUCA;HONG KONG;173718;482;7:45;30/ABR/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ABALROAMENTO;-23,00000000;-44,03888889;0;0;0;SOLAS -IMO  9847566;AÇO;
09_2023;STRATEGIC    HARMONY;4;CPLUIZ;CPLUIZ;SINGAPURA;24658;179,99;17:00;01/MAI2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOA;-2,45000000;-44,36305556;1;0;0;SOLAS  -IMO  9689897;AÇO;
11_2023;SEM   NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;7;19:30;01/ABR/2023;BARCO;INTERIOR;CARGA;MOTOR;NAUFRÁGIO;-0,70000000;-47,13083333;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
15_2023;SAGA   PIONEER  - TITO;1;CPVITO;CPVITO;HONG KONG;29758;194,89;9:00;28/ABR/2023;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ACIDENTE DE MERGULHO;-19,86666667;-40,13361111;0;1;0;SOLAS  -IMO  9380764;AÇO;
21_2023;ILHA  DO  CACHORRO;1;CPRIOJ;AGPRTI;BRASIL;3,5;9,5;11:00;30/ABR/2023;BOTE;INTERIOR;PASSAGEIROS;MOTOR;VARAÇÃO;-23,21666667;-44,71138889;0;0;0;3860005651;MADEIRA;NÃO POSSUI
20_2023;PETROBRAS    1  100  1  -  WALDEMIRO    LUSTOZA    V;8;CPNAUS;CPNAUS;BRASIL;83;20;11:00;26/ABR/2023;CÁBREA;INTERIOR;CARGA;MOTOR;NAUFRÁGIO;-3,13333333;-60,01916667;0;0;0;261500Q/ABR/2023;AÇO;
21_2023;CAPIT Ã O JOS É  ALECRIM   I;9;CPNAUS;CPNAUS;BRASIL;109;19,95;16:00;24/ABR/2023;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABANDONO;-3,15000000;-59,98722222;0;0;0;001021665   -1;AÇO;NÃO POSSUI
05_2023;RECANTO   XÓ  NEI;6;CFCUIA;CFCUIA;BRASIL;32;14,75;16:30;29/ABR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-16,68333333;-57,84500000;1;0;0;291630Z/ABR/2023;AÇO;
08_2023;ARRAGUAIA    II;4;CFAREM;CFAREM;BRASIL;99;20,6;10:30;24/ABR/2023;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;COLISÃO ;-2,41666667;-54,69805556;0;0;0;023 - 01172 -0;MADEIRA;POSSUI
07_2023;CATALOREN;8;CPFTPR;CPFTPR;BRASIL;0;5,95;17:46;30/ABR/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,11666667;-50,15694444;1;0;0;405M2017017391;ALUMÍNIO;
21_2023;LELLYSTAD;1;CPMCAE;AGSJBA;HOLANDA;13200;137;10:00;01/MAI/2023;DRAGA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;MORTE DE PESSOA;-21,88333333;-40,84055556;1;0;0;443E000611;AÇO;
20_2023;PETROBRAS    52;1;CPMCAE;CPMCAE;ILHAS MARSHALL;60924;125;11:26;03/MAI/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,90000000;-39,73583333;0;1;0;381E005046;AÇO;
09_2023;LINIL;1;DLANGR;DLANGR;BRASIL;18,4;13,23;15:40;07/MAI/2023;LANCHA;LONGO-CURSO;ESPORTE E RECREIO;MOTOR;COLISÃO ;-23,01666667;-44,32722222;0;0;0;44118906274;FIBRA;
12_2023;Nord  Penguin;4;CPBLEM;CPBLEM;DINAMARCA;43,81;228,99;11:48;01/MAI/2023;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;COLISÃO ;-1,50000000;-48,73055556;0;0;0;SOLAS -IMO  9687186;AÇO;
07_2023;Nabella;1;DLRUCA;DLRUCA;BRASIL;0,1;8,94;15:20;04/MAI/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-22,93333333;-43,91277778;0;10;0;3830641257;FIBRA;
22_2023;SOFIA   III;9;CPNAUS;AGNEPE;BRASIL;18;17;11:00;21/ABR/2023;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-8,71666667;-71,69166667;0;0;0;60028980;AÇO;
8_2023;SEM   NOME;8;CPFTPR;CPFTPR;BRASIL;0;7;13:30;06/MAI/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-20,68333333;-51,15333333;1;0;0;NÃO INSCRITA;ALUMÍNIO;
04_2023;SEM   NOME;3;CPSSOA;CPSSOA;BRASIL;NÃO INSCRITA;7;11:00;04/MAI/2023;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTE DE MERGULHO;-6,66666667;-34,91833333;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
04_2023;Safira   - Rom ão Imports;6;CFCUIA;AGCACE;BRASIL;0;2,5;18:00;30/ABR/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-16,08333333;-57,71277778;0;1;0;484M2004001914;FIBRA;
08_2023;DOM  JOAQUIM   A;5;DCPJAI;DCPJAI;BRASIL;96;22,35;17:00;02/MAI/2023;BARCO;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,86666667;-48,03361111;1;0;0;210226471;AÇO;
06_2023;PROFESSOR    DAVID   CUNHA;5;CFALEG;CFALEG;BRASIL;2,049;84,7;15:00;04/MAI/2023;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;ENCALHE;-6,31666667;-51,09472222;0;0;0;4620190748;AÇO;
06_2023;SEM   NOME;6;CFCUIA;CFCUIA;BRASIL;A SER APURADO;A SER APURADO;19:00;30/ABR/2023;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;NAUFRÁGIO;-16,50000000;-56,54166667;1;0;0;A SER APURADO;A SER APURADO;
002_2023;EL  4  LOUCOS;7;CPFBRA;CPFBRA;BRASIL;4;8,4;15:50;07/MAI/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-15,75000000;-47,86861111;0;0;0;5210239811;FIBRA;
