Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO;POLUIÇÃO
01_2022;BRISA EL SHADAY;5;CPGRAN;CPGRAN;BRASIL;86;18,08;6:30;02/JAN/2022;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;COLISÃO;-32,02944444;-52,09583333;0;1;0;2810271101;FIBRA;;
01_2022;ANA  JULIA;1;DLANGR;DLANGR;BRASIL;NÃO INSCRITA;5;21:20;01/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,08638889;-44,21333333;0;0;0;NÃO INSCRITA;FIBRA;;
01_2022;ESTRELA DO AMANHÃ I;5;CPFPOL;CPFPOL;BRASIL;7,5;10621;16:00;02/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-27,42722222;-48,47805556;0;0;0;4010829991;FIBRA;;
01_2022;NEW TROVÃO -  SEM NOME;1;CPRIOJ;CPRIOJ;BRASIL;182;28;0:40;04/JAN/2022;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-22,86250000;-43,11416667;0;0;1;3813879631;AÇO;;
02_2022;SANTANA  14;1;CPRIOJ;CPRIOJ;BRASIL;0;3,56;17:30;04/JAN/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-22,94555556;-43,15027778;0;1;0;384M2015001050;FIBRA;;
01_2022;SEM NOME;1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;3;15:25;04/JAN/2022;VELEIRO;INTERIOR;ESPORTE E RECREIO;VELA;EMBORCAMENTO;-22,52972222;-41,94305556;0;0;0;NÃO INSCRITA;FIBRA;;
01_2022;KAIROS;1;CPVITO;CPVITO;BRASIL;NÃO INSCRITA;5,8;9:00;03/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-21,05000000;-40,77166667;0;0;0;4215533333;ALUMÍNIO;;
1A/2022;JESUS -  EDL II  - ROTA CAPITOLIO;1;DLFURN;DLFURN;BRASIL;3;6,86;15:00;08/JAN/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-20,64638889;-46,26527778;10;31;0;4010790351;FIBRA;25/08/2022;
02_2022;SEM NOME;2;CFJUAZ;CFJUAZ;BRASIL;NÃO INSCRITA;6;19:23;01/JAN/2022;BARCO;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-8,99416667;-38,27194444;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
001_2022;O REI DAVI;9;CFINGA;CFINGA;BRASIL;889;46,7;7:00;05/JAN/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;INCÊNDIO;-4,37250000;-70,02722222;0;0;0;10210903;AÇO;20/07/2022;
01_2022;Bolero;4;CPBLEM;CPBLEM;ILHAS MARSHALL;30,964;189,02;12:00;03/JAN/2022;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-1,40000000;-48,50000000;1;0;0;SOLAS-IMO 9468815;AÇO;;
4_2022;IMPERADOR;4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;10:15;09/JAN/2022;BARCO;INTERIOR;A SER APURADO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-0,58861111;-51,29361111;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
1_2022;FAZ DE CONTA;1;DLCABO;DLCABO;BRASIL;1,8;6,72;9:20;09/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,89027778;-42,00000000;0;0;0;3820102540;FIBRA;;
1_2022;SPEEDBOAT;3;CPCIFE;CPCIFE;BRASIL;6;12,15;4:00;02/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-8,56166667;-35,01666667;0;0;0;2210173141;FIBRA;;
02_2022;PROFESSOR  LUIZ L DE  FARIA;5;CFALEG;CFALEG;BRASIL;1,768;84,70;0:10;17/JAN/2022;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;ENCALHE;-30,15916667;-51,40055556;0;0;0;4620192724;AÇO;;
01_2022;CALYPSO I;5;CFALEG;CFALEG;BRASIL;1,9;6,76;22:00;09/JAN/2022;BOTE;INTERIOR;PESCA;MOTOR;AVARIA DE MÁQUINAS;-30,30333333;-51,05166667;0;0;0;4620798240;MADEIRA;;
01_2022;VITÓRIA - ENERIFE;7;CPFBRA;CPFBRA;BRASIL;3;8,6;19:00;18/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-15,82611111;-47,88583333;0;0;0;5210246868;FIBRA;;
01_2022;ARALLICE;4;CPPARN;CPPARN;BRASIL;3,25;7,12;15:00;01/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-2,80444444;-41,92805556;0;0;0;1410113451;FIBRA;;
03_2022;LITTLE NEVERLAND;5;DCPJAI;DCPJAI;BRASIL;4;8;12:00;23/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;EXPOR A RISCO;-27,17500000;-48,47527778;0;0;0;4019964386;FIBRA;;
03_2022;Ana Marques;4;CPBLEM;CPBLEM;BRASIL;1,578;64,02;11:00;10/JAN/2022;ROLL-ON ROLL-OFF;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ENCALHE;-1,44027778;-48,49472222;0;0;0;230937799;AÇO;;
03_2022;IP4 PORTO DE MAUÉS;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;50;19:00;07/JAN/2022;FLUTUANTE;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE DE MERGULHO;-3,38555556;-57,72638889;1;0;0;NÃO INSCRITA;AÇO;;
04_2022;ANNA KAROLINE II;9;CPNAUS;CPNAUS;BRASIL;664;43,18;19:45;07/JAN/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;MORTE DE PESSOAS;-3,33527778;-58,17944444;1;0;0;230912320;AÇO;;
01_2022;HAYWARD  I;8;DLTIAO;DLTIAO;BRASIL;8,10;10,82;3:00;24/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,82805556;-45,39277778;0;0;0;4211488970;FIBRA;;
02_2022;ANTARA II;1;DLRUCA;DLRUCA;BRASIL;8,8;11,42;5:55;16/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,92250000;-43,88250000;0;0;0;4019922471;FIBRA;;
6_2022;COMANDANTE  ANDRÉ;4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;18;13:40;24/JAN/2022;BARCO;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;-2,23666667;-50,67500000;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
01_2022;DUDA III;2;CPSALV;CPSALV;BRASIL;5;9;8:45;12/JAN/2022;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-13,11666667;-38,79611111;0;1;0;2818892694;FIBRA;;
02_2022;PILOT BOAT II;3;CPCIFE;CPCIFE;BRASIL;8,2;10,53;7:40;15/JAN/2022;LANCHA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;INCÊNDIO;-8,05833333;-34,91722222;0;0;0;2810251738;FIBRA;;
01_2022;SONG HAU PN;3;CPFTZA;CPFTZA;VIETNÃ;21,609;182;3:15;20/JAN/2022;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-3,90055556;-37,53333333;1;0;0;SOLAS-IMO 9145425;AÇO;;
01_2022;UMDOISUM;5;DELUNA;DELUNA;BRASIL;3;7,15;18:14;14/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-28,07222222;#VALOR!;2;4;1;4211489607;FIBRA;;
03_2022;IVS NORTH BERWICK;5;CPGRAN;CPGRAN;SINGAPURA;34,233;199,98;14:30;20/JAN/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-31,69500000;-51,93666667;0;0;0;SOLAS-IMO 9740902;AÇO;;
02_2022;COMETA I;5;CPGRAN;CPGRAN;BRASIL;13,20;13;1:30;14/JAN/2022;BARCO;CABOTAGEM;PESCA;MOTOR;ENCALHE;-33,68333333;-53,23972222;0;0;0;4610070006;MADEIRA;NÃO POSSUI;
02_2022;TINGUA 2;5;DCPJAI;DCPJAI;BRASIL;11;11,6;23:50;05/JAN/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;DERIVA DA EMBARCAÇÃO;-26,62861111;-48,64916667;0;0;0;4418919953;FIBRA;;
01_2022;MAVI;5;DCPJAI;DCPJAI;BRASIL;5;8,51;12:00;04/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-27,14638889;-48,48111111;0;0;0;4410443321;FIBRA;;
3_2022;PRETA;8;CPFTPR;CPFTPR;BRASIL;A SER APURADO;A SER APURADO;15:30;15/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,69277778;-47,77833333;0;0;0;A SER APURADO;;;
02_2022;NHUNDIAQUARA;8;CPAGUA;CPAGUA;BRASIL;2,998;40;8:00;25/JAN/2022;BALSA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;AVARIA DE MÁQUINAS;-25,86305556;-48,57111111;0;0;0;4210239858;AÇO;;
002_2022;F B VITÓRIA RÉGIA;9;CFINGA;CFINGA;BRASIL;1,864;61,50;6:30;14/JAN/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;MORTE DE PESSOAS;-4,23500000;-69,94694444;1;0;0;001-146621-9;AÇO;;
02_2022;ESPADARTE;5;CPFPOL;CPFPOL;BRASIL;8;9,6;20:00;14/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ALAGAMENTO;-27,43388889;-48,48027778;0;0;0;4418891768;FIBRA;;
2_2022;PAULO E PAULO;8;CPFTPR;CPFTPR;BRASIL;MIUDA;5;20:00;16/JAN/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-22,55916667;-48,41055556;0;0;0;403M2006009715;ALUMÍNIO;;
01_2022;VIRALATAS - CAPITÃO 21;1;CFBELZ;CFBELZ;BRASIL;0;3,22;14:30;22/JAN/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-19,90333333;-44,14972222;1;1;0;381M2013001768;FIBRA;;
1_2022;LEO I - MÃE IVETE;4;CFAREM;CFAREM;BRASIL;63;17,96;15:30;11/JAN/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;DERIVA DA EMBARCAÇÃO;-4,27388889;-55,97777778;0;0;0;230932371;AÇO;;
01_2022;Guima e Ted;5;DLURUG;DLURUG;BRASIL;0;3,22;18:30;23/JAN/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-28,13722222;-55,03361111;0;3;0;462M2016007862;FIBRA;;
06_2022;Matajusi - Pantoja I;4;CPBLEM;CPBLEM;BRASIL;0;11,75;3:00;23/JAN/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-1,48694444;-48,72638889;0;0;0;4420208317;FIBRA;;
07_2022;CAT Bom Jesus IV;4;CPBLEM;CPBLEM;BRASIL;79;21;13:00;25/JAN/2022;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-1,37722222;-48,78111111;0;0;0;4418921583;FIBRA;;
7_2022;CHRISTOS;4;CPSTNA;CPSTNA;LIBÉRIA;35,851;200;10:30;20/JAN/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;;#VALOR!;0;0;0;SOLAS- IMO 9774848;AÇO;;
03_2022;Urutu;2;CFJUAZ;CFJUAZ;BRASIL;2,3;7;20:25;22/JAN/2022;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-14,32333333;-43,77194444;1;0;0;9420030814;AÇO;;
01_2022;RAIZ DE DAVI;2;DLSEGU;DLSEGU;BRASIL;9;9;14:00;23/JAN/2022;BARCO;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;-17,55666667;-39,18722222;0;0;0;2930060387;MADEIRA;NÃO POSSUI;
02_2022;CHEGUEI;2;DLSEGU;DLSEGU;BRASIL;1;5,9;9:50;19/JAN/2022;CANOA;INTERIOR;PESCA;MOTOR;DESAPARECIMENTO DE EMBARCAÇÃO;-17,85500000;-38,90833333;1;0;1;2930057891;MADEIRA;NÃO POSSUI;
3_2022;Isabelle I;4;CFAREM;CFAREM;BRASIL;9;9;6:30;15/JAN/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-2,39638889;-54,94305556;0;0;0;230937870;ALUMÍNIO;;
2_2022;COMTE THAYANTER JR - SÃO BARTOLOMEU IV;4;CFAREM;CFAREM;BRASIL;6,81;13;16:40;01/JAN/2022;BARCO;INTERIOR;CARGA;MOTOR;ABALROAMENTO;-1,91944444;-55,51444444;0;0;0;230112498;MADEIRA;NÃO POSSUI;
3_2022;BORA VIVER I;5;CPFPOL;CPFPOL;BRASIL;74;20,8;#VALOR!;23AN/2022;ESCUNA;INTERIOR;ESPORTE E RECREIO;MOTOR;IMPROPRIEDADE DA EMBARCAÇÃO PARA O FIM QUE É UTILIZADA;-27,43194444;-48,48194444;0;0;0;3830635991;MADEIRA;NÃO POSSUI;
01_2022;CABEÇA FRIA II;2;CPCAJU;CPCAJU;BRASIL;24;13,63;7:00;25/JAN/2022;BOTE;CABOTAGEM;PESCA;MOTOR;AVARIA DE MÁQUINAS;-11,83722222;-37,92750000;0;0;0;2412229660;MADEIRA;NÃO POSSUI;
8_2022;ANA  BEATRIZ;4;CPSTNA;CPSTNA;BRASIL;1,248;50,4;15:00;27JAN/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;COLISÃO;-0,05777778;-51,17805556;0;0;0;230937608;AÇO;;
02_2022;FPSO CIDADE DE ANCHIETA;1;CPVITO;CPVITO;BRASIL;136,985;344,84;1:50;22/JAN/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;AVARIA NO CASCO;-21,33694444;-40,05666667;0;0;0;7382249;AÇO;;
02_2022;MAR AZUL;8;DLTIAO;DLTIAO;BRASIL;MIUDA;4,72;17:20;24/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,76972222;-45,39805556;0;1;0;403M2020002940;FIBRA;;
02_2022;VIA PLANET;7;CPFBRA;CPFBRA;BRASIL;NÃO INSCRITA;9,25;13:00;09/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-15,82666667;-47,86916667;1;0;0;NÃO INSCRITA;FIBRA;;
02_2022;NINOSKA;1;DLANGR;DLANGR;BRASIL;18,03;11;9:35;28/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,01250000;-44,42500000;0;0;0;4019956103;FIBRA;;
03_2022;ANTÔNIO CARLOS XII;2;DLSEGU;DLSEGU;BRASIL;10,60;10,42;#VALOR!;30/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;DEFICIÊNCIA DA EQUIPAGEM;-16,45138889;-39,06611111;0;0;0;3810501999;FIBRA;;
02_2022;KOEKE;3;CPSSOA;CPSSOA;BRASIL;0;2,40;16:30;30/JAN/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-6,69333333;-38,51972222;1;0;0;401M2001129896;FIBRA;;
03_2022;MAKALU;1;DLANGR;DLANGR;BRASIL;0;10,3;19:00;29/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,03027778;-0,73877778;0;0;0;3810512346;FIBRA;;
04_2022;SÓ VITORIA - GRATIDÃO;1;DLANGR;DLANGR;BRASIL;0;3,25;17:50;26/JAN/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,00305556;-44,43250000;0;2;0;381M2020001431;FIBRA;;
01_2022;SEM NOME;8;DLPREP;DLPREP;BRASIL;0;5,9;7:45;31/JAN/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,71527778;-52,16555556;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
04- A_2022;CMA CGM  RHONE;8;CPSANT;CPSTNA;MALTA;96,253;299,95;20:17;05/JAN/2022;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-23,92305556;-46,35138889;0;1;0;SOLAS-IMO 9674543;AÇO;;
02_2022;PERUCAO XII - D´ÓRO II;2;CPCAJU;CPCAJU;BRASIL;0;3,45;12:20;23/JAN/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-10,06166667;-37,19861111;0;0;0;261M2019000641;FIBRA;;
04_2022;MELLEM I;8;CPAGUA;CPAGUA;BRASIL;0;3,6;14:00;01/FEV/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-25,81388889;-48,60472222;1;0;0;421M2018000252;FIBRA;;
5_2022;PAI MUNDOCA;9;CPNAUS;CPNAUS;BRASIL;15,4;14,3;16:58;29/JAN/2022;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-2,63500000;-56,75777778;0;0;0;012-000911-1;MADEIRA;NÃO POSSUI;
8_2022;Deus é  Fiel;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;5;13:00;18/JAN/2022;BOTE;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-1,86111111;-49,54861111;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
06- A_2022;PRIME;8;CPSANT;CPSANT;BRASIL;10,20;13,20;14:00;27/JAN/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,98416667;-43,28750000;0;0;0;3820110411;FIBRA;;
03_2022;SEM NOME;8;CPAGUA;CPAGUA;BRASIL;NÃO INSCRITA;40;17:00;31/JAN/2022;FLUTUANTE;INTERIOR;CARGA;MOTOR;NAUFRÁGIO;-25,86555556;-48,57027778;0;0;0;NÃO INSCRITA;AÇO;;
05_2022;PIQUIRI;8;CPAGUA;CPAGUA;BRASIL;290;38,4;4:35;03/FEV/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;AVARIA DE MÁQUINAS;-25,86250000;-48,57111111;0;0;0;421888881982,;AÇO;;
05- A_2022;MANJUBINHA;8;CPSANT;CPSANT;BRASIL;4;8,8;10:00;12/JAN/2022;BOTE;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;-24,05944444;-46,20333333;0;0;0;4010811153;MADEIRA;NÃO POSSUI;
4_2022;DONA D;5;CPFPOL;CPFPOL;BRASIL;17,5;12,8;14:20;22/JAN/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;EXPOR A RISCO;-27,42611111;-48,49722222;0;0;0;4418925805;FIBRA;;
03_2022;ABADIAS II;1;CPRIOJ;AGPRITI;BRASIL;0;7,3;13:00;03/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;COLISÃO;-23,25027778;-44,60666667;0;1;0;386M2022000131;FIBRA;;
11_2022;SAFIRA IV/ESPUMA DO MAR III;4;CPSTNA;CPSTNA;BRASIL;9;11,0;9:00;14/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS;"00°03'40"" ";ABALROAMENTO;-0,06111111;-51,13777778;0;17;0;022-011610-5;ALUMÍNIO;NÃO POSSUI;
09- A_2022;CASTELLANI;8;CPSANT;CPSANT;MALTA;4,155;228,99;9:00;30/JAN/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-23,98027778;-46,29055556;0;1;0;SOLAS-IMO 9602409;AÇO;;
08- A_2022;ERA S;8;CPSANT;CPSANT;PANAMÁ;26,989;189,80;4:40;23/JAN/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-3,63638889;-8,56166667;0;0;0;SOLAS-IMO 9202118;AÇO;22/03/2022;
02_2022;PETROBRAS 33;1;CPMCAE;CPMCAE;PANAMÁ;133,707;321,35;12:50;06/FEV/2022;PLATAFORMA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,37166667;-40,01722222;0;1;0;387E000909;AÇO;;
04_2022;Corvo/Porto de Humaitá;9;CFPVEL;AGHMTA;BRASIL;10;12,50;12:30;10/FEV/2022;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-7,51000000;-63,02000000;0;0;0;31153275;AÇO;;
10_2022;KT BIRDIE;4;CPSTNA;CPSTNA;SINGAPURA;40,341;225,0;22:20;23/JAN/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,05333333;-51,23666667;0;0;0;SOLAS- IMO 9597343;AÇO;;
09_2022;F/B  MAE ELCY/B/M  3 IRMÃOS;4;CPSTNA;CPSTNA;BRASIL;291,0;48,0;#VALOR!;012022, ent;FERRY-BOAT;INTERIOR;CARGA;MOTOR;ABALROAMENTO;-0,04972222;-51,13888889;0;0;0;022-0118655;AÇO;;
03_2022;SEM NOME;3;CPSSOA;CPSSOA;BRASIL;0;8;10:10;03/FEV/2022;VELEIRO;INTERIOR;ESPORTE E RECREIO;MISTA;COLISÃO;-6,97916667;-34,84916667;0;1;0;NÃO INSCRITA;FIBRA;;
06_2022;RIO SOLIMÕES/ENCONTRO  DAS ÁGUAS;9;CPNAUS;CPNAUS;BRASIL;11,40;10,80;13:40;31/JAN/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-3,13194444;-59,90138889;0;0;0;10205896;AÇO;;
04_2022;TBL III;4;CFAREM;CFAREM;BRASIL;0,60;7,0;12:15;02/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-2,41527778;-54,71194444;0;0;0;230109641;ALUMÍNIO;;
03_2022;LUSITANIA;3;CPCEIO;CPCEIO;BRASIL;3,0;15,22;13:10;01/FEV/2022;CANOA;INTERIOR;PASSAGEIROS E CARGA;VELA;NAUFRÁGIO;-9,73333333;-37,57444444;0;0;0;2420090161;MADEIRA;;
07- A_2022;ZHONG YUAN HAI YUN KAI TUO;8;CPSANT;CPSANT;CHINA;40,250;201,80;3:40;26/JAN/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;QUEDA DE CARGA E/ OU EQUIPAMENTO NA ÁGUA;-23,95500000;-46,30833333;0;0;0;SOLAS-IMO 9837640;AÇO;;
09_2022;PJ I-Canoa do Bibi XVIII-Jean Filho LIII- Giovanna XIX-  Isabele XXVII;4;CPBLEM;CPBLEM;BRASIL;161,0;22,45;0:25;25/JAN/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,45250000;-48,72277778;0;0;0;11467941;AÇO;;
02_2022;Mitã Rory;6;CPUMBA;CPUMBA;BRASIL;59,0;21,13;15:00;07/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;INCÊNDIO;-19,00055556;-57,59888889;0;0;0;4810183289;AÇO;;
01_2022;DRS O A H U;5;DLSFSL;DLSFSL;BRASIL;8,90;10,47;13:20;06/FEV/2022;LANCHA;LONGO-CURSO;PASSAGEIROS;MOTOR;INCÊNDIO;-26,23750000;-48,61666667;0;0;0;4430111669;FIBRA;;
03_2022;SANTA CECÍLIA;1;CPMCAE;AGSJBA;BRASIL;0;7,5;8:30;05/FEV/2022;CANOA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-21,62000000;-41,00138889;0;0;0;388M2016001704;MADEIRA;;
03_2022;LUA MAR I;1;CPVITO;CPVITO;BRASIL;1;5,30;13:15;05/FEV/2022;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-20,50416667;-40,34027778;0;0;0;3410383921;MADEIRA;;
03_2022;SEM NOME;8;DLTIAO;DLTIAO;BRASIL;NÃO INSCRITA;4,99;18:40;29/JAN/2022;CHATA;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;COLISÃO;-23,85750000;-45,28861111;0;1;0;NÃO INSCRITA;FIBRA;;
04_2022;YU ZHU FENG;1;CPVITO;CPVITO;CHINA;40913,0;225,0;1:45;09/FEV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,77333333;-40,54250000;0;0;0;SOLAS- IMO 9523160;AÇO;;
05_2022;JET RIVER;1;DLANGR;DLANGR;BRASIL;2,8;9,8;22:00;08/FEV/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,92750000;-44,36194444;0;0;0;4420200766;FIBRA;;
03_2022;SEM NOME;5;CFALEG;CFALEG;BRASIL;NÃO INSCRITA;4;2:30;30/JAN/2022;BOTE;INTERIOR;SEM  ATIVIDADE DEFINIDA;REMO;QUEDA DE PESSOAS NA ÁGUA;-30,15138889;-51,22555556;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
01_2022;BARRAQUEIRO;4;CPLUIZ;CPLUIZ;BRASIL;31,0;19,72;10:30;10/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;AVARIA DE MÁQUINAS;-2,47888889;-44,29055556;0;0;0;1210119072;MADEIRA;;
02_2022;PIPES 89/ERPHS ARAUJO;4;CPLUIZ;CPLUIZ;BRASIL;NÃO INSCRITA;7;10:40;11/FEV/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-7,56722222;-47,96638889;0;0;0;127M2019000305;ALUMÍNIO;;
02_2022;HIDEIA;5;DLSFSL;DLSFSL;BRASIL;NÃO INSCRITA;4,8;17:30;11/FEV/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-26,23083333;-48,69722222;0;0;0;421M2022001208;FIBRA;;
