Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO;POLUIÇÃO
25_2022;CAETANO I;5;CPGRAN;CPGRAN;BRASIL;19;14,20;12:45;05/DEZ/2022;BARCO;CABOTAGEM;PESCA;MOTOR;INCÊNDIO;-32,26666667;-52,24611111;2;0;0;4430053383;MADEIRA;POSSUI;
44_2022;FPSO CIDADE DE ANCHIETA;1;CPVITO;CPVITO;BAHAMAS;136,958;344,84;7:30;17/NOV/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-21,33944444;-40,05750000;0;0;0;7382249;AÇO;;
_2022;NAVARONE;5;DELUNA;DELUNA;BRASIL;29;14,5;2:00;04/DEZ/2022;BOTE;CABOTAGEM;PESCA;MOTOR;ENCALHE;-28,47027778;-48,76361111;0;0;0;4215529191;MADEIRA;NÃO POSSUI;
32_2022;YONE V;9;CPNAUS;CPNAUS;BRASIL;12;14,7;10:00;11/OUT/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;COLISÃO;-3,13444444;-59,93972222;0;1;0;10219366;ALUMÍNIO;;
45_2022;SAPURA TOPÁZIO;1;CPVITO;CPVITO;PANAMÁ;18,098;145,97;0:37;06/DEZ/2022;SUPPLY;APOIO-MARÍTIMO;CARGA;MOTOR;COLISÃO;-20,32277778;-40,33833333;0;0;0;381E010406;AÇO;;
54_2022;CAMORIM XXI;1;CPRIOJ;CPRIOJ;BRASIL;64;13,7;21:30;29/NOV/2022;BALSA;APOIO-MARÍTIMO;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-22,99194444;-42,71138889;0;0;0;3813871789;AÇO;;
004_2022;R4;7;CFGOIA;CFGOIA;BRASIL;73,13;16,53;18:00;28/NOV/2022;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-18,26555556;-48,86916667;0;0;0;5210254089;AÇO;;
18_2022;CEYLON PRINCESS;8;CPAGUA;CPAGUA;SRI LANKA;36,432;199;6:30;05/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-17,81138889;-27,94916667;1;0;0;SOLAS-IMO 9734575;AÇO;;
46_2022;SSV VICTORIA;1;CPVITO;CPVITO;LIBÉRIA;41,160;108,8;5:00;04/DEZ/2022;PLATAFORMA;APOIO-MARÍTIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;RUPTURA DE CABOS;-19,86333333;-40,06888889;0;0;0;381E006271;AÇO;;
42_2022;LOBO DO MAR I;4;CFAREM;CFAREM;BRASIL;64;16,3;4:40;27/NOV/2022;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-4,17638889;-55,79805556;0;0;0;230920918;AÇO;;
01_2023;Raquelzinha;4;CPBLEM;CPBLEM;BRASIL;17;15,6;14:20;26/DEZ/2022;BARCO;INTERIOR;PASSAGEIROS;MOTOR;INCÊNDIO;-1,29861111;-48,49083333;0;0;0;210306548;MADEIRA;NÃO POSSUI;
34_2022;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;13:00;10/AGO/2022;CANOA;INTERIOR;SEM  ATIVIDADE DEFINIDA;SEM PROPULSÃO;NAUFRÁGIO;-1,47027778;-55,96194444;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
33_2022;LADY  CONCEIÇÃO - BERTOLINI CXXIX;4;CFAREM;CFAREM;BRASIL;748;72,20;20:00;18/AGO/2022;BALSA;INTERIOR;CARGA;MOTOR;ABALROAMENTO;-2,42444444;-54,69305556;0;0;0;230939163;AÇO;;
55_2022;MV ULTRA CRIMSON;4;CPBLEM;CPBLEM;PANAMÁ;36,776;199,98;7:50;10/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;7,65888889;-31,83527778;0;0;0;SOLAS-IMO 9757826;AÇO;;
42_2022;ULTRA COURAGE;4;CPSTNA;CPSTNA;FILIPINAS;35,906;196,52;20:40;15/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,05000000;-0,84988889;0;0;0;SOLAS-IMO 9856256;AÇO;;
54_2022;I - AG II  - Bibi XVIII;4;CPBLEM;CPBLEM;BRASIL;22;16,20;1:15;29/NOV/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,54722222;-48,87222222;0;0;0;211029602;AÇO;;
07_2022;CASA PORTUGUESA;8;DLGUAI;DLGUAI;BRASIL;0,6;6;20:00;08/DEZ/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,82250000;-50,87444444;1;0;0;962M2022008222;ALUMÍNIO;;
_2022;PETROBRAS 40;1;CPMCAE;CPMCAE;PANAMÁ;44,454;123,7;7:28;20/DEZ/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,54666667;-40,06694444;1;0;0;381E003817;AÇO;;
26_2022;ANTHONY R;5;CPGRAN;CPGRAN;BRASIL;15;11,5;17:30;08/DEZ/2022;BARCO;INTERIOR;PESCA;MOTOR;COLISÃO;-29,32583333;-49,70916667;0;0;0;4418897721;MADEIRA;NÃO POSSUI;
09_2022;O GABRIEL;3;CPSSOA;CPSSOA;BRASIL;2;8,33;5:00;08/DEZ/2022;BOTE;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;-7,44027778;-34,56888889;0;0;0;2210147565;MADEIRA;NÃO POSSUI;
16_2022;PROVIDÊNCIA;5;DLSFSL;DLSFSL;BRASIL;2;5;16:00;04/DEZ/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-26,75055556;-48,99194444;0;0;0;442M2019002319;ALUMÍNIO;;
07_2022;CASA PORTUGUESA;8;DLGUAI;DLGUAI;BRASIL;0,6;6;20:00;08/DEZ/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,82250000;-50,87444444;1;0;0;962M2022008222;ALUMÍNIO;;
71-AS/2022;MI & SAN;8;CPSANT;CPSANT;BRASIL;48;23,6;12:00;04/DEZ/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-23,82416667;-23,82416667;0;0;0;4019973971;FIBRA;;
20_2022;SÃO PAULO;3;CPNATL;CPNATL;BRASIL;180;31;7:30;25/NOV/2022;BARCO;CABOTAGEM;CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-5,10277778;-36,75888889;0;0;0;NÃO INSCRITA;MADEIRA;POSSUI;
72-A/2022;MAREM;8;CPSANT;CPSANT;ILHAS MARSHALL;22,861;179,9;3:00;04/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-23,97611111;-23,97611111;0;0;0;SOLAS-IMO 9545077;AÇO;;
43_2022;PETROBRAS 50;1;CPMCAE;CPMCAE;ILHAS MARSHALL;146,901;312;12:00;03/DEZ/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;;;0;1;0;381-E004538;AÇO;;
10_2022;PEROÁ OFF SHORE x;3;CPSSOA;CPSSOA;BRASIL;69;21,55;5:00;13/DEZ/2022;REBOCADOR;APOIO-MARÍTIMO;REBOCADOR/EMPURRADOR;MOTOR;ARRIBADA;-6,97527778;-34,83750000;0;0;0;4211493817;AÇO;;
27-2022;SÃO JOSÉ III;5;CPGRAN;CPGRAN;BRASIL;18;13,2;5:55;14/DEZ/2022;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-32,04777778;-51,85027778;0;1;0;4450050371;MADEIRA;NÃO POSSUI;
47_2022;MANUEL ALVES;1;CPVITO;CPVITO;BRASIL;296;32;10:55;08/DEZ/2022;REBOCADOR;APOIO-MARÍTIMO;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-19,86027778;-40,06444444;0;1;0;2412227837;AÇO;;
73-A/2022;VALENTINA  1;8;CPSANT;CPSANT;LIBÉRIA;30,570;189,9;8:45;06/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-23,97166667;-23,97166667;0;1;0;SOLAS-IMO 9336830;AÇO;;
08_2022;SEM NOME;8;DLPREP;DLPREP;BRASIL;0;A SER APURADO;9:00;17/DEZ/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;0;1;0;A SER APURADO;FIBRA;;
28_2022;OSCO JINZHOU;5;CPGRAN;CPGRAN;HONG KONG;19,143;197,;8:00;19/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-32,08194444;-52,09611111;0;0;0;SOLAS-IMO 9638484;AÇO;;
33_2022;PRINCESA JULIANA SEM NOME;9;CPNAUS;CPNAUS;BRASIL;MIUDA;6,5;8:30;11/DEZ/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-2,61666667;-56,65777778;0;2;1;012M2016000094;ALUMÍNIO;;
17_2022;SPA MARINER;1;DLCABO;DLCABO;BRASIL;1,5;5,15;10:00;19/DEZ/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,85250000;-42,13638889;0;0;0;3810384488;FIBRA;;
16_2022;BRISA;1;DLCABO;DLCABO;BRASIL;1;7,2;11:00;15/DEZ/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,74111111;-41,87444444;0;0;0;3840175607;FIBRA;;
55_2022;BRAM BOA  VISTA;1;CPRIOJ;CPRIOJ;BRASIL;3,606;92,58;11:40;17/DEZ/2022;SUPPLY;APOIO-MARÍTIMO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-25,17611111;-42,91916667;0;1;0;4430482446;AÇO;;
20_2022;SEM NOME;5;DCPJAI;DCPJAI;BRASIL;A SER APURADO;A SER APURADO;11:40;01/DEZ/2022;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;ADERNAMENTO;-26,91666667;-0,81063889;1;0;0;A SER APURADO;A SER APURADO;;
_2022;PETROBRAS 40;1;CPMCAE;CPMCAE;PANAMÁ;44,454;123,7;7:28;20/DEZ/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,54666667;-40,06694444;1;0;0;381E003817;AÇO;;
48_2022;GOLD STAR;1;CPVITO;CPVITO;PANAMÁ;27,065;103,5;7:00;28/NOV/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-21,21277778;-39,96055556;0;1;0;8770041;AÇO;;
49_2022;UP PEARL;1;CPVITO;CPVITO;BRASIL;3,686;84,6;3:36;15/DEZ/2022;SUPPLY;APOIO-MARÍTIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ENCALHE;-20,32555556;-40,32111111;0;0;0;381E009831;AÇO;;
45_2022;NORBE IX;1;CPMCAE;CPMCAE;BAHAMAS;67,821;238;7:30;19/DEZ/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,41555556;-39,93805556;0;1;0;381E007928;AÇO;;
19_2022;BARRA II;1;DLANGR;DLANGR;BRASIL;3,5;7,85;17:00;17/DEZ/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;;;0;0;0;3826683773;FIBRA;;
15_2022;SEM NOME;5;CFALEG;CFALEG;BRASIL;A SER APURADO;A SER APURADO;20:00;11/DEZ/2022;LANCHA;A SER APURADO;A SER APURADO;MOTOR;COLISÃO;-29,99583333;-52,38694444;0;1;0;A SER APURADO;FIBRA;;
14_2023;FERREIRA XXVIII;5;CPFPOL;CPFPOL;BRASIL;198;31;3:00;22/DEZ/2022;BARCO;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;-27,80222222;;1;0;0;4430122890;MADEIRA;NÃO POSSUI;
16_2022;TREVO AZUL;5;CFALEG;CFALEG;BRASIL;2,320;91,94;17:45;19/DEZ/2022;NM DE CARGA GERAL;INTERIOR;CARGA;MOTOR;COLISÃO;-29,99611111;-51,20750000;0;0;0;4620188620;AÇO;;
17_2022;POWER GLOBE;5;DLSFSL;DLSFSL;ILHAS MARSHALL;42,711;225;17:30;24/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-26,16916667;-48,50250000;0;0;0;SOLAS-IMO9479319;AÇO;;
56_2022;DESCOBRIDOR  7 MARES;1;CPRIOJ;AGPRITI;BRASIL;20,6;20,6;12:00;21/DEZ/2022;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;Varação;-23,22444444;-44,69083333;0;0;0;3868889752;MADEIRA;NÃO POSSUI;
19_2022;PEDRO HENRIQUE;8;CPAGUA;CPAGUA;BRASIL;NÃO INSCRITA;A SER APURADO;4:00;25/DEZ/2022;BARCO;A SER APURADO;SEM  ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-25,48388889;-48,50583333;1;0;0;NÃO INSCRITA;A SER APURADO;A SER APURADO;
20_2022;RED FISH I;1;DLANGR;DLANGR;BRASIL;25,60;14,8;9:00;28/DEZ/2022;BOTE;CABOTAGEM;PESCA;MOTOR;DEFICIÊNCIA DE ABASTECIMENTO;-23,62500000;-4,59472222;0;0;0;3410238069;MADEIRA;NÃO POSSUI;
_2022;PROTEGIDA POR DEUS;1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;12:00;25/DEZ/2022;TRAINEIRA;A SER APURADO;SEM  ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,73611111;-40,93333333;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
01_2023;JACA S -  REGINA II;5;CPGRAN;CPGRAN;BRASIL;2,8;6,12;21:40;28/DEZ/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-29,31888889;-49,73638889;0;1;0;4620822612;FIBRA;;
01_2023;EXPRESSO AURORA BOREAL;4;CPSTNA;CPSTNA;BRASIL;1;8,6;11:30;24/OUT/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;INCÊNDIO;-1,12361111;-51,28277778;0;0;0;022-0119848;MADEIRA;NÃO POSSUI;
45_2022;Santo Expedito III;4;CPBLEM;CPBLEM;BRASIL;28;13,7;11:00;09/OUT/2022;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;3,55000000;-50,55000000;1;0;0;1210142511;MADEIRA;NÃO POSSUI;
01_2023;SONHO REAL - LAURA;8;DLGUAI;DLGUAI;BRASIL;6;6,85;17:00;30/DEZ/2022;BOTE;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-22,77222222;-53,27500000;0;0;0;9622481795;MADEIRA;NÃO POSSUI;
01_2023;TARI LESTE;1;DLANGR;DLANGR;BRASIL;0,10;11,4;14:00;30/DEZ/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;0;3813887928;FIBRA;;
01_2023;OUSADIA;8;DLTIAO;DLTIAO;BRASIL;0;6,5;17:10;30/DEZ/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;1;0;0;4039159853;FIBRA;;
02_2023;James;2;CPSALV;CPSALV;BRASIL;0;3,45;11:30;31/DEZ/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-12,71361111;-38,13833333;0;1;0;281M2022002258;FIBRA;;
74-A/2022;CHOCO;8;CPSANT;CPSANT;BRASIL;0;3,20;11:16;28/DEZ/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-24,08166667;-24,08166667;1;0;0;201M2010006880;FIBRA;;
43_2022;ANA MARIA  - ANA MARIA  I;4;CFAREM;CFAREM;BRASIL;248;41,26;4:00;26/NOV/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;;;0;0;0;211010171;AÇO;;
44_2022;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;21:00;10/DEZ/2022;CANOA;INTERIOR;SEM  ATIVIDADE DEFINIDA;SEM PROPULSÃO;NAUFRÁGIO;-2,04194444;-54,58194444;1;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
01_2023;CAP. JOSÉ ALECRIM X;9;CPNAUS;AGITAC;BRASIL;45;18;1:00;29/OUT/2022;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;;;0;0;0;11443545;AÇO;;
1_2023;BARONG;5;DLSFSL;DLSFSL;BRASIL;MIUDA;5;17:00;30/DEZ/2022;BOTE;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-26,08333333;-48,60000000;0;1;0;442M2014002751;FIBRA;;
1_2023;SEM NOME;9;CFPVEL;CFPVEL;BRASIL;NÃO INSCRITA;A SER APURADO;8:00;27/NOV/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ADERNAMENTO;-8,75361111;-67,39861111;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;A SER APURADO
02_2023;COMTE LÉO;9;CFPVEL;CFPVEL;BRASIL;10;16,6;16:00;28/NOV/2022;BARCO;INTERIOR;CARGA;MOTOR;ADERNAMENTO;-8,75361111;-67,39861111;0;0;0;20090536;MADEIRA;NÃO POSSUI;
02_2023;7  Eme Continent;4;CPBLEM;CPBLEM;FRANÇA;A SER APURADO;22;9:30;19/DEZ/2022;VELEIRO;LONGO-CURSO;PASSAGEIROS;MOTOR;AVARIA DE GOVERNO;5,34138889;-42,87694444;0;0;0;FM343042501;FIBRA;;
01_2023;SEM NOME;1;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;3;9:00;04/DEZ/2022;OUTRAS EMBARCAÇÕES;INTERIOR;SEM  ATIVIDADE DEFINIDA;SEM PROPULSÃO;NAUFRÁGIO;-22,94305556;-42,87861111;0;0;0;NÃO INSCRITA;FIBRA;;
01_2023;SARTORI;1;CPVITO;CPVITO;ILHAS MARSHALL;88,484;289;14:12;27/DEZ/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-20,32888889;-40,18138889;0;1;0;SOLAS-IMO 9329801;AÇO;;
02_2023;OXE I -   RAINHA DO MAR I;2;DLHEUS;DLHEUS;BRASIL;0;8,76;6:00;22/DEZ/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;ABALROAMENTO;;;0;0;0;4215533902;FIBRA;;
;;;;;;;;#VALOR!;;;;;;;;;;;;;;;
Atualizado até 31 de DEZ de 2022;;;;;;;;#VALOR!;;;;;;;;;208;248;50;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
