Nº DE IAFN;NOME;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG EM DEC;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
13_2021;Albatroz VIII;CFCUIA;CFCUIA;BRASIL;A SER APURADO;8,84;16:00:00;18/set/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;-14,94111111;-55,79055556;0;0;4830337176;FIBRA;
09_2021;SÃO MIGUEL I - ITINGA;DLPIRA;DLPIRA;BRASIL;NÃO INSCRITA;A SER APURADO;19:00:00;24/set/21;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE MÁQUINAS;;;0;0;NÃO INSCRITA;AÇO;
27_2021;ASTRO TAMOIO;CPRIOJ;CPRIOJ;BRASIL;2,025;64,05;11:35:00;25/set/21;SUPPLY;APOIO-MARITIMO;CARGA;MOTOR;QUEDA DE CARGA E / OU EQUIPAMENTO NA ÁGUA;-22,82805556;-43,12527778;2;0;3813904512;AÇO;
11_2021;Sirius;CPFTPR;CPFTPR;BRASIL;87;24,8;14:30:00;16/set/21;DRAGA;INTERIOR;CARGA;MOTOR;NAUFRÁGIO;-20,87166667;-51,62444444;0;0;9629937778;AÇO;
09_2021;CASCO;DCPJAI;DCPJAI;BRASIL;A SER APURADO;A SER APURADO;06:00:00;15/jun/21;A SER APURADO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;COLISÃO;-26,85888889;-48,72111111;0;0;A SER APURADO;A SER APURADO;A SER APURADO
12_2021;XANDO  MS;CPNATL;CPNATL;BRASIL;7;9,95;01:00:00;06/ago/21;BOTE;CABOTAGEM;PESCA;MOTOR;ACIDENTE DE MERGULHO;-6,26611111;-34,87083333;0;0;2210130778;MADEIRA;NÃO POSSUI
34_2021;MARESIA II;CPNAUS;AGTEFE;BRASIL;269;33,04;12:00:00;21/set/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;-3,94694444;-64,30055556;0;0;10211365;MADEIRA;NÃO POSSUI
12_2021;São Romão -  Mariano Ferreira  I;DLPIRA;DLPIRA;BRASIL;2,9;A SER APURADO;20:00:00;24/set/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-16,36888889;-46,06888889;1;0;A SER APURADO;AÇO;
009_2021;Cumpadre IV;CPUMBA;CPUMBA;BRASIL;0;6;11:20:00;24/set/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-18,42083333;-54,8525;0;0;481M2019003983;ALUMÍNIO;
11_2021;VIDA  LONGA;CPAGUA;CPAGUA;BRASIL;54,1;18,1;21:40:00;23/set/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA  DA EMBARCAÇÃO;-25,64416667;-48,1975;0;0;4019910596;MADEIRA;NÃO POSSUI
46_2021;Milagre de Jesus;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;10:00:00;26/set/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-2,01722222;-50,97972222;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
14/2021;YANGTZE BRIGHTNESS;DLSFSL;DLSFSL;ILHAS MARSHALL;33,044;185,44;23:14:00;25/set/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-30,23333333;-48,63861111;0;0;SOLAS-IMO 33044;AÇO;
55-A_2021;MARCOS DIAS;CPSANT;CPSANT;BRASIL;25,929;199;21:25:00;09/set/21;NM GRANELEIRO;CABOTAGEM;CARGA;MOTOR;RUPTURA DE CABOS;-23,965;-46,3;0;0;SOLAS-IMO 9070565;AÇO;
19_2021;GIL NF;CPFTZA;AGOCIM;BRASIL;6;9,02;12:00:00;22/set/21;BARCO;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,75833333;-40,42777778;0;0;1630040967;MADEIRA;NÃO POSSUI
54-A_2021;SOGNAR - NENA;CPSANT;CPSANT;BRASIL;0;3,37;09:00:00;19/set/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,19805556;-46,37305556;0;0;405M2012003510;FIBRA;
14_2021;GABRIELA;CPFPOL;CPFPOL;BRASIL;0;4,98;20:00:00;28/set/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-34,16666667;-53,71416667;0;0;421M2017003006;ALUMÍNIO;
31_2021;M M 1;CFAREM;CFAREM;BRASIL;14;13;02:00:00;22/set/21;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-2,79416667;-54,29416667;0;0;230093515;MADEIRA;NÃO POSSUI
12_2021;TREVO SUDESTE;CFALEG;CFALEG;BRASIL;1,903;101,83;18:50:00;17/set/21;NM  DE CARGA GERAL;INTERIOR;CARGA;MOTOR;ENCALHE;-30,38638889;-51,06055556;0;0;4620182168;AÇO;
15_2021;BERNARDO XVII;CPFPOL;CPFPOL;BRASIL;48;22,72;17:15:00;27/set/21;BARCO;CABOTAGEM;PESCA;MOTOR;ENCALHE;-36,86666667;-48,59611111;0;0;46115155559;MADEIRA;NÃO POSSUI
44_2021;SOHO  TRADER;CPSTNA;CPSTNA;ILHAS MARSHALL;36,426;199;22:15:00;28/set/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,02194444;-51,00055556;0;0;SOLAS-IMO 9735945;AÇO;
16_2021;LAMIA;CPNATL;CPNATL;PANAMÁ;32;17,07;11:40:00;26/set/21;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-2,15333333;-33,31666667;0;0;20898;MADEIRA;NÃO POSSUI
36_2021;Novo Horizonte VIII -  A SER APURADO;CPVITO;CPVITO;BRASIL;10;11,82;09:00:00;28/set/21;BARCO;CABOTAGEM;PESCA;MOTOR;ABALROAMENTO;;;0;1;3877051391;MADEIRA;
45_2021;KIBEGE;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;11;21:00:00;04/out/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;-0,10888889;-51,1875;0;0;NÃO INSCRITA;MADEIRA;
11_2021;SEM NOME;DLPIRA;DLPIRA;BRASIL;NÃO INSCRITA;5;13:30:00;01/out/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;EMBORCAMENTO;-15,32972222;-44,15861111;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
35_2021;MARCIO PIRES;CPNAUS;AGTINS;BRASIL;11;15;16:50:00;25/set/21;BARCO;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-2,46166667;-56,44861111;0;0;012-077235-3;MADEIRA;NÃO POSSUI
46_2021;EVER RELIANCE;CPSTNA;CPSTNA;PANAMÁ;32,309;190;22:00:00;05/out/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-15,0025;-51,00444444;0;0;SOLAS-IMO 9423578;AÇO;
47_2021;Comte Jesus - Nortelog II;CPBLEM;CPBLEM;BRASIL;129;18;13:00:00;30/set/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,37111111;-50,79583333;0;0;11440457;AÇO;
28_2021;DRIELLY I - FREEDOM VI - COQUILLE;DLANGR;DLANGR;BRASIL;0;16,7;20:20:00;04/out/21;BARCO;CABOTAGEM;PESCA;MOTOR;ABALROAMENTO;-23,11555556;-44,15305556;0;1;4420000902;MADEIRA;NÃO POSSUI
7_2021;PEGASUS;DLPREP;DLPREP;BRASIL;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;BOTE;INTERIOR;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;;;0;0;A SER APURADO;ALUMÍNIO;
20_2021;CARLOS JC;CPFTZA;AGOCIM;BRASIL;3,3;8,67;13:00:00;02/out/21;BOTE;CABOTAGEM;PESCA;VELA;EMBORCAMENTO;;-40,84916667;0;0;1610066685;MADEIRA;NÃO POSSUI
56-A_2021;TIO NILO - VEIN;CPSANT;CPSANT;BRASIL;0;3,36;13:30:00;25/set/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-24,14805556;-46,80666667;2;0;401M2020009882;FIBRA;
45_2021;CIDADE DE CAMPOS DOS GOYTACAZES MV 29;CPMCAE;CPMCAE;BAHAMAS;164,16;334,7;05:59:00;19/set/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE DE MERGULHO;-21,97583333;-40,71666667;1;0;3826687213;AÇO;
15_2021;MARIKANA;DLSFSL;DLSFSL;BELIZE;13,706;157,5;09:00:00;25/set/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-10,32416667;-19,95222222;0;0;SOLAS-IMO 701430046;AÇO;
16_2021;EXTRARIO I;DCPJAI;DCPJAI;BRASIL;106;26;09:00:00;30/set/21;CHATA;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-26,58333333;-48,73055556;0;0;4430099812;AÇO;
15_2021;TITANIUM  R;DCPJAI;DCPJAI;BRASIL;0;3,36;09:00:00;26/set/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-26,99222222;-48,57944444;2;0;281M2019001839;FIBRA;
07_2021;STEPHANIE VITÓRIA;DLGUAI;DLGUAI;BRASIL;MIUDA;5,95;20:00:00;03/out/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,36833333;-53,76083333;0;1;962M2014001236;ALUMÍNIO;
04_2021;Nonô Macêdo;DLSEGU;DLSEGU;BRASIL;3,4;7,96;09:20:00;07/out/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-16,305;-38,965;0;0;4030229280;FIBRA;
36_2021;CAP.  SOARES III;CPNAUS;AGITAC;BRASIL;19;15;22:00:00;16/set/21;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-3,13944444;-58,47138889;0;0;50066676;MADEIRA;NÃO POSSUI
47_2021;OMANDANTE LAURO;CPSTNA;CPSTNA;BRASIL;7,5;15;10:00:00;08/out/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;EXPLOSÃO;;-49,99361111;5;0;022-005127-5;MADEIRA;NÃO POSSUI
06_2021;SEM NOME;DELUNA;DELUNA;BRASIL;NÃO INSCRITA;5;20:00:00;11/out/21;LANCHA;INTERIOR;A SER APURADO;MOTOR;EMBORCAMENTO;-28,30027778;-48,86805556;1;0;NÃO INSCRITA;ALUMÍNIO;
48_2021;PJ I - BIBI - Comte Caio III - Nazira Ayub -  Fama II;CPBLEM;CPBLEM;BRASIL;161;22,45;21:20:00;21/set/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,66055556;-49,21111111;0;0;11467941;AÇO;
20_2021;ULTRA REGINA;CPLUIZ;CPLUIZ;PANAMÁ;34,794;199,98;10:30:00;06/out/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;RUPTURA DE CABOS;-2,58361111;-44,36833333;1;0;SOLAS-IMO 9667435;AÇO;
13_2021;CAROLINE I;CFALEG;CFALEG;BRASIL;0;2,69;20:00:00;09/out/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-29,31472222;-50,67944444;0;0;401M2001169774;FIBRA;
19_2021;MONTE CARLO VI;CPGRAN;CPGRAN;BRASIL;27,99;15,65;08:00:00;06/out/21;BARCO;INTERIOR;PESCA;MOTOR;EMPREGO DA EMBARCAÇÃO EM ILÍCITO PENAL OU FAZENDÁRIO;-32,1875;-52,05861111;0;0;4610085470;MADEIRA;NÃO POSSUI
8_2021;ESPERANCE BAY - MBR II;DLHEUS;DLHEUS;HONG KONG;17,019;169,37;04:31:00;09/out/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ABALROAMENTO;;;0;0;SOLAS-IMO VRHM6;AÇO;
12_2021;SN DAVID;CPAGUA;CPAGUA;BRASIL;299;31,34;08:00:00;06/set/21;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-25,5;-48,50194444;1;0;381048517-9;AÇO;
16_2021;SEM NOME;CPFPOL;CPFPOL;BRASIL;NÃO INSCRITA;A SER APURADO;19:00:00;08/out/21;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-26,17583333;-50,69111111;0;1;NÃO INSCRITA;A SER APURADO;A SER APURADO
16_2021;MAERSK LABREA;DLSFSL;DLSFSL;HONG KONG;89,505;299,9;19:18:00;10/out/21;NM  PORTA CONTENTOR;LONGO - CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-26,18527778;-48,60194444;1;0;SOLAS-IMO HK-3679;AÇO;
37_2021;COMANDANTE SARA;CPNAUS;AGCRAI;BRASIL;NÃO INSCRITA;A SER APURADO;06:30:00;30/ago/20;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-1,89527778;-61,00944444;0;0;NÃO INSCRITA;AÇO;
07_2021;RVZINHO II;CPSALV;CPSALV;BRASIL;3;8,75;07:00:00;09/out/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-13,0575;-38,65444444;0;0;2810280967;FIBRA;
46_2021;C ACCLAIM;CPMCAE;CPMCAE;BRASIL;1,327;A SER APURADO;16:05:00;12/out/21;SUPPLY;APOIO-MARITIMO;CARGA;MOTOR;COLISÃO;;;0;0;381E008291;AÇO;
28_2021;PALAU;CPRIOJ;CPRIOJ;ILHAS CAYMAN;19,795;176,82;18:00:00;08/out/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;;;0;0;SOLAS-IMO 9261035;AÇO;
17_2021;ESCOLA DO MAR;CPFPOL;CPFPOL;BRASIL;14;12,5;17:15:00;12/out/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-27,54388889;-48,61638889;0;0;4410451138;MADEIRA;NÃO POSSUI
21_2021;BAHIA STAR;CPLUIZ;CPLUIZ;BRASIL;169;26,49;09:00:00;10/out/21;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE GOVERNO;;;0;0;28101939461;ALUMÍNIO;
38_2021;ARARA AZUL;CPVITO;CPVITO;BRASIL;22,6;13,4;A SER APURADO;A SER APURADO;BOTE;CABOTAGEM;PESCA;MOTOR;ENCALHE;;;0;0;3410235337;MADEIRA;NÃO POSSUI
39_2021;GATÃO DO MAR IV;CPVITO;CPVITO;BRASIL;92;18,55;15:00:00;11/out/21;BARCO;CABOTAGEM;PESCA;MOTOR;VARAÇÃO;-19,51527778;-39,71416667;0;0;3877048960;MADEIRA;NÃO POSSUI
37_2021;ICOVES;CPVITO;CPVITO;BRASIL;MIUDA;6,3;09:00:00;09/set/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,655;-40,47416667;0;0;3410232826;FIBRA;
40_2021;Veremos XIII;CPVITO;CPVITO;BRASIL;23,3;13,9;15:55:00;13/out/21;BOTE;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOA ABORDO;-22,55;-40,25;1;0;3410233571;MADEIRA;NÃO POSSUI
09_2021;GABRIELLE V;DLHEUS;DLHEUS;BRASIL;6;7,47;A SER APURADO;A SER APURADO;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-13,9375;-39,30305556;0;0;2818920931;FIBRA;
8_2021;KAMINSKI;DLPREP;DLPREP;BRASIL;0;6;12:00:00;10/out/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;0;0;962M2010007986;ALUMÍNIO;
10_2021;Carcara;CPUMBA;CPUMBA;BRASIL;66,8;21,82;18:30:00;15/out/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-18,97694444;-57,635;2;0;48110150313;AÇO;
32_2021;SAN MARINO - SEM NOME;CFAREM;CFAREM;BRASIL;324;36,5;22:30:00;13/set/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;-2,00305556;-55,45666667;0;0;230112374;AÇO;
41_2021;IRON I;CPVITO;CPVITO;BRASIL;0;3,36;11:00:00;13/out/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,73555556;-40,52388889;3;0;341M2020001171;FIBRA;
10_2021;Tunicao I;DLRUCA;DLRUCA;BRASIL;14,1;12,12;11:00:00;13/out/21;TRAINEIRA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-23,15;-43,98638889;0;0;3813896315;MADEIRA;NÃO POSSUI
50_2021;Vitória Carolina;CPBLEM;CPBLEM;BRASIL;121;25;05:00:00;04/out/21;BARCO;INTERIOR;CARGA;MOTOR;COLISÃO;-1,54055556;-48,75166667;0;0;210313773;AÇO;
_2021;GAROUPA 1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;07:11:00;09/set/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,37416667;-40,42805556;1;0;NÃO INSCRITA;AÇO;
1_2021;Amizade;DLURUG;DLURUG;BRASIL;0;3,75;18:00:00;15/out/21;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-28,12444444;-55,05277778;0;0;981M2021000568;AÇO;
14_2021;SEM NOME;CFALEG;CFALEG;BRASIL;NÃO INSCRITA;4,9;14:00:00;16/out/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-30,29583333;-50,78416667;0;0;NÃO INSCRITA;FIBRA;
42_2021;MAR VERDE;CPVITO;CPVITO;BRASIL;3,7;8,5;14:00:00;16/out/21;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-18,75444444;-39,65861111;0;0;3870047801;MADEIRA;NÃO POSSUI
49_2021;Siriús I;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;13:00:00;17/out/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;-1,0525;-48,34638889;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
48_2021;SEM NOME;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;20:00:00;14/set/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;EMBORCAMENTO;-0,31;-51,3;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
10_2021;Poty I;CPCEIO;CPCEIO;BRASIL;0;5,5;05:40:00;17/out/21;JANGADA;INTERIOR;PASSAGEIRO;MOTOR;EMBORCAMENTO;;;0;0;241M2011003067;MADEIRA;NÃO POSSUI
5_2021;DIOGO;DLHEUS;DLHEUS;BRASIL;3;7,9;11:35:00;16/jul/21;BARCO;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;;;0;0;2820083960;FIBRA;
05_2021;Aa ser apurado - SEM NOME;DLSEGU;DLSEGU;BRASIL;0;A SER APURADO;18:00:00;17/out/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-15,83722222;-38,8925;0;0;A SER APURADO;FIBRA;
16_2021;ESMERALDA DO ATLÂNTICO - BELLA ESMERALDA II;CPCIFE;CPCIFE;BRASIL;1;13,43;15:20:00;19/out/21;CANOA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ABALROAMENTO;;;0;0;A SER APURADO;FIBRA;
8_2021;SEM NOME;CPPARN;CPPARN;BRASIL;NÃO INSCRITA;5,5;14:00:00;17/out/21;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-7,05166667;-44,27888889;0;0;NÃO INSCRITA;ALUMÍNIO;
57-A_2021;OCEAN TULIP;CPSANT;CPSANT;ILHAS MARSHALL;30,027;189,99;03:27:00;26/set/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;COLISÃO;-23,98972222;-46,32388889;0;0;SOLAS-IMO 9309631;AÇO;
58-A_2021;JOHNNY P;CPSANT;CPSANT;ILHAS MARSHALL;40,121;224,9;17:30:00;28/set/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;COLISÃO;-23,88722222;-46,37555556;0;0;SOLAS-IMO 9218789;AÇO;
38_2021;14 DE OUTUBRO VII;CPNAUS;AGTINS;BRASIL;263;31,45;19:45:00;14/out/21;BARCO;INTERIOR;PASSAGEIRO;MOTOR;ÁGUA ABERTA;-2,6225;-56,73222222;0;0;001-021164-1;MADEIRA;NÃO POSSUI
04_2021;SEM NOME;CPFBRA;CPFBRA;BRASIL;NÃO INSCRITA;A SER APURADO;05:23:00;25/out/21;CANOA;INTERIOR;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-15,82083333;-47,86638889;0;0;NÃO INSCRITA;A SER APURADO;
15_2021;NO PROBLEM I;DLCABO;DLCABO;BRASIL;11,6;10,6;12:00:00;22/out/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;;;0;0;4030188737;FIBRA;
33_2021;CAP JOSÉ ALECRIM  XVI -  VDA XXVIII;CFAREM;CFAREM;BRASIL;103;20,78;06:30:00;21/jan/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-4,25972222;-55,93722222;0;0;11454211;AÇO;
48_2021;CIDADE DE MACAÉ MV 15;CPMCAE;CPMCAE;BAHAMAS;199,186;419,1;11:12:00;11/out/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;;;1;0;381E004937;AÇO;
49_2021;CIDADE DE MACAÉ MV 15;CPMCAE;CPMCAE;BAHAMAS;199,186;419,1;07:15:00;25/out/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;;;1;0;381E004937;AÇO;
23_2021;SC 50 - SC 49 - SC 57;CFPVEL;CFPVEL;BRASIL;113;18,64;06:00:00;14/out/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-8,63555556;-63,88361111;0;0;11468483;AÇO;
49_2021;MILAGRE DE SÃO JORGE  VI - SEM NOME;CPSTNA;CPSTNA;BRASIL;18;16,7;17:00:00;23/out/21;BARCO;INTERIOR;CARGA;MOTOR;ABALROAMENTO;-0,28333333;-51,01666667;1;0;220116032;MADEIRA;NÃO POSSUI
13_2021;RED LABEL;CPFTPR;CPFTPR;BRASIL;0;8,63;14:00:00;22/out/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,50083333;-48,56527778;0;0;4430484678;FIBRA;
22_2021;Comte Albatroz;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;01:00:00;13/out/21;BARCO;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-7,71444444;-66,97638889;0;0;A SER APURADO;A SER APURADO;A SER APURADO
29_2021;PETROBRAS 75;CPRIOJ;CPRIOJ;LIBÉRIA;159,324;321,1;11:30:00;08/out/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-24,78888889;-42,50861111;0;0;461E001101;AÇO;
11_2021;SEM NOME;CPFOZU;CPFOZU;BRASIL;A SER APURADO;A SER APURADO;10:00:00;23/out/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;;;0;0;A SER APURADO;A SER APURADO;A SER APURADO
17/2021;VITA FUTURE;DLSFSL;DLSFSL;LIBÉRIA;43,007;228,99;10:40:00;01/nov/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;QUEDA DE PESSOA ABORDO;-26,24055556;-48,64138889;1;0;SOLAS-IMO;AÇO;
18_2021;BRANDO;CPFPOL;CPFPOL;BRASIL;0,2;7;20:00:00;29/out/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;EMBORCAMENTO;-27,17611111;-53,71361111;0;0;9813258438;ALUMÍNIO;
13_2021;SOL DE VERÃO;CPAGUA;CPAGUA;BRASIL;59;18,5;13:25:00;27/out/21;REBOCADOR;APOIO-MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;DERIVA  DA EMBARCAÇÃO;-25,86305556;-48,57111111;0;0;4420237147;AÇO;
50_2021;Cabral 1;CPMCAE;CPMCAE;BRASIL;39;18,3;21:00:00;01/nov/21;BARCO;CABOTAGEM;PESCA;MOTOR;COLISÃO;-31,46666667;-41,83611111;10;0;3820038337;MADEIRA;NÃO POSSUI
20_2021;ESPIRITO SANTO I;CPGRAN;CPGRAN;BRASIL;1,14;11,14;06:45:00;31/out/21;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-32,05305556;-52,09;0;0;4620800708;AÇO;
21_2021;MOISÉS DE DEUS II;CPFTZA;AGOCIM;BRASIL;38;14,7;20:00:00;25/out/21;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-2,73027778;-40,23944444;0;0;1630047384;MADEIRA;POSSUI
2_2021;CORKA;DLRUCA;DLRUCA;BRASIL;0;5;18:45:00;31/out/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-29,73;-57,07472222;0;0;466M2001006926;FIBRA;
5A_2021;SEM NOME;DLFURN;DLFURN;BRASIL;NÃO INSCRITA;A SER APURADO;13:26:00;01/nov/21;FLUTUANTE;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;NAUFRÁGIO;-20,65861111;-46,27722222;0;0;NÃO INSCRITA;A SER APURADO;
44_2021;PACIFIC  TRADER;CPVITO;CPVITO;LIBÉRIA;12,164;144;11:10:00;30/nov/21;NM PETROLEIRO;LONGO - CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-20,31583333;-40,245;0;0;SOLAS-IMO9403839;AÇO;
