Nº DE IAFN;NOME;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG EM DEC;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
43_2021;VIVENDO NA FÉ;CPVITO;CPVITO;BRASIL;11;12,5;A SER APURADO;A SER APURADO;BARCO;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;;;0;4;2930059818;MADEIRA;NÃO POSSUI
8_2021;LAMBERT - RIACHO DOCE;DLGUAI;DLGUAI;BRASIL;0;6,2;10:30:00;02/nov/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,76555556;-53,27361111;0;0;9629967332;FIBRA;
17_2021;COMTE NATAN;CPNATL;CPNATL;BRASIL;40;19,2;05:00:00;03/nov/21;BARCO;CABOTAGEM;CARGA;MOTOR;ARRIBADA;-5,77638889;-35,20666667;0;0;210257105;MADEIRA;NÃO POSSUI
21_2021;MARIAN;CPGRAN;CPGRAN;BRASIL;0;4,9;20:30:00;30/out/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-32,93333333;-50,7;0;0;462M2003002331;ALUMÍNIO;
30_2021;IGRAINE;CPRIOJ;CPRIOJ;BRASIL;23;13,8;02:30:00;04/nov/21;LANCHA;APOIO-MARITIMO;PASSAGEIRO;MOTOR;NAUFRÁGIO;-22,91444444;-43,1;0;0;3810458261;FIBRA;
52_2021;Comte Jesus - Maria Carolina - São Domingos III  SD;CPBLEM;CPBLEM;BRASIL;129;18;22:00:00;06/nov/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-6,63333333;-49,26027778;6;0;11440457;AÇO;
51_2021;SEM NOME;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;13:00:00;04/jul/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-1,69305556;-50,48388889;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
22_2021;DE BOA - A SER APURADO;CPLUIZ;CPLUIZ;BRASIL;0;6;16:40:00;02/nov/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-5,56361111;-47,4825;0;0;127M2018000178;ALUMÍNIO;
8_2021;A SER APURADO - SEM NOME;CPSALV;CPSALV;BRASIL;NÃO INSCRITA;13,7;08:40:00;31/out/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ABALROAMENTO;-12,91638889;-38,49305556;0;0;NÃO INSCRITA;FIBRA;
15_2021;SEM NOME;CFCUIA;CFCUIA;BRASIL;NÃO INSCRITA;A SER APURADO;12:00:00;06/jul/21;BALSA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE DE MERGULHO;;;0;0;NÃO INSCRITA;A SER APURADO;
29_2021;SUBVERSIVA;DLANGR;DLANGR;BRASIL;6;9;17:00:00;07/nov/21;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;DERIVA  DA EMBARCAÇÃO;-23,23138889;-44,23305556;0;0;2810231290;FIBRA;
34_2021;SEM NOME;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;6;11:00:00;03/nov/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,88166667;-57,03777778;0;0;NÃO INSCRITA;ALUMÍNIO;
9_2021;MIGUEL DA BARRA;CPPARN;CPPARN;BRASIL;10;10;08:30:00;06/nov/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;;;0;0;410113914;AÇO;
24_2021;SEM NOME;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;18:00:00;23/out/21;CANOA;INTERIOR;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-60,73416667;-5,43444444;0;1;A SER APURADO;A SER APURADO;
12_2021;JULIENE;CPCEIO;CPCEIO;BRASIL;10,8;16..35;07:30:00;08/nov/21;BALSA;INTERIOR;CARGA;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-9,89166667;-37,24888889;0;0;420131193;MADEIRA;NÃO POSSUI
11_2021;ANDREY;CPCEIO;CPCEIO;BRASIL;0;7,85;12:00:00;30/out/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;QUEDA DE PESSOA ABORDO;;;1;0;241M2021001510;MADEIRA;NÃO POSSUI
26_2021;SC 35 - SC 65 e outras;CFPVEL;CFPVEL;BRASIL;34;13;11:00:00;25/out/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-7,52361111;-63,02027778;0;0;11441861;AÇO;
25_2021;WALDEMIRO LUSTOZA III;CFPVEL;CFPVEL;BRASIL;81;18,5;05:00:00;05/set/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-6,04111111;-61,70305556;0;0;10215727;AÇO;
45_2021;PETROBRAS 57;CPVITO;CPVITO;ILHAS MARSHALL;144,445;311,77;05:20:00;04/nov/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-21,24277778;-40,04527778;1;0;3,82E+236;AÇO;
51_2021;TORDA;CPMCAE;CPMCAE;BRASIL;2,987;A SER APURADO;07:00:00;11/nov/21;SUPPLY;APOIO-MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;INCÊNDIO;-37,06666667;-39,83361111;0;0;3813879372;AÇO;
11_2021;MV ASTER;DLRUCA;DLRUCA;LIBÉRIA;93,186;291,97;10:25:00;06/nov/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;COLISÃO;-23,01361111;-44,03444444;0;0;SOLAS-IMO 9507881;AÇO;
52_2021;PETROBRAS 32;CPMCAE;CPMCAE;ILHAS MARSHALL;137,086;321,35;19:10:00;12/nov/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,34805556;-40,24;1;0;387E000470;AÇO;
14_2021;TREVO;CPFTPR;CPFTPR;BELIZE;0;5,73;14:20:00;14/nov/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-22,34111111;-48,71666667;1;0;4054105467;FIBRA;
07_2021;VIVIANE F;DELUNA;DELUNA;BRASIL;190;28,45;23:00:00;12/nov/21;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-30,35;-49,03333333;0;0;4430111022;MADEIRA;POSSUI
46_2021;MARCELLOS MAR;CPVITO;CPVITO;BRASIL;4;8,5;A SER APURADO;A SER APURADO;TRAINEIRA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;;;0;0;3877047319;MADEIRA;NÃO POSSUI
50_2021;CHARLINE;CPSTNA;CPSTNA;SÃO VICENTE E GRANADINAS;19,972;180;01:30:00;13/nov/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-0,03916667;-50,985;0;0;SOLAS-IMO 9406087;AÇO;
60-A_2021;VALONGO I;CPSANT;CPSANT;BRASIL;132;24;23:40:00;23/out/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-24,67444444;-47,42333333;0;0;4010363592;AÇO;
53_2021;BARU ORIUN;CPMCAE;CPMCAE;BRASIL;414;46,08;13:35:00;17/nov/21;BOTE;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;MORTE DE PESSOA;-22,35138889;-41,75138889;0;0;3813904547;ALUMÍNIO;
6A_2021;VELLOA;DLFURN;DLFURN;BRASIL;6;8,5;07:20:00;11/nov/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;INCÊNDIO;-20,63527778;-46,00694444;0;0;3510000447;FIBRA;
53_2021;Léo Marques;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;06:00:00;10/nov/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-1,69111111;-50,485;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
61-A_2021;MAGDALENA;CPSANT;CPSANT;BRASIL;0,36;6,2;12:00:00;23/out/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-24,18277778;-24,18277778;1;0;404113508;FIBRA;
59-A_2021;FERNANDO DE NORONHA;CPSANT;CPSANT;BRASIL;1,994;63,11;16:00:00;02/out/21;SUPPLY;CABOTAGEM;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-25,13333333;-42,75;0;1;9726281;;
51_2021;SÃO BENEDITO DE DEUS;CPSTNA;CPSTNA;BRASIL;99;23,35;20:20:00;12/nov/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;;;2;0;022-009265-6;MADEIRA;NÃO POSSUI
23_2021;SEM NOME;CPLUIZ;CPLUIZ;BRASIL;NÃO INSCRITA;7;07:00:00;02/nov/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;-6,58638889;-47,46111111;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
22_2021;AGUIA BRANCA;CPGRAN;CPGRAN;BRASIL;0;3,9;13:50:00;14/nov/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-30,33222222;-50,30194444;0;0;462M2003002331;FIBRA;
11_2021;SEVEN CRUZEIRO;DLTIAO;DLTIAO;ILHA  DO HOMEM;18,66;145,95;A SER APURADO;A SER APURADO;SUPPLY;APOIO-MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;COLISÃO;;;0;0;A SER APURADO;AÇO;
52_2021;SEM NOME;CPSTNA;CPSTNA;BRASIL;A SER APURADO;A SER APURADO;08:00:00;16/nov/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;;;0;0;A SER APURADO;A SER APURADO;
54_2021;Turmarine - Carvalho;CPBLEM;CPBLEM;BRASIL;0;3,41;15:00:00;11/nov/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-1,32583333;-48,43166667;1;0;021M2019000531;FIBRA;
30_2021;MR. CHOPP;DLANGR;DLANGR;BRASIL;4,3;9;06:30:00;19/nov/21;TRAINEIRA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,02361111;-44,35055556;0;0;3810452084;MADEIRA;NÃO POSSUI
24_2021;SEM NOME;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;A SER APURADO;09:00:00;20/nov/21;CANOA;INTERIOR;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;;;0;0;A SER APURADO;MADEIRA;NÃO POSSUI
23_2021;AMOROSA JA;CPFTZA;CPFTZA;BRASIL;2;8,35;07:20:00;17/nov/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-2,84527778;-40,59277778;0;0;1630041343;MADEIRA;NÃO POSSUI
22_2021;MAYANA REGIS;CPFTZA;CPFTZA;BRASIL;8,8;9,45;13:00:00;14/nov/21;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-2,86916667;-39,36277778;0;0;1610058631;MADEIRA;NÃO POSSUI
55_2021;SEM NOME;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;13:30:00;31/out/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-2,4325;-49,50361111;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
47_2021;HEIDI;CPVITO;CPVITO;HONG KONG;36,353;199,9;09:00:00;19/nov/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-20,3225;-40,33638889;0;0;SOLAS-IMO 9720952;AÇO;
31_2021;LADY C;DLANGR;DLANGR;BRASIL;62,1;21,2;08:00:00;22/nov/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,07527778;-44,25916667;0;0;3826669436;FIBRA;
7A/2021;SEM NOME;DLFURN;DLFURN;BRASIL;A SER APURADO;A SER APURADO;23:00:00;15/nov/21;LANCHA;INTERIOR;A SER APURADO;MOTOR;INCÊNDIO;-20,65666667;-46,21027778;1;0;A SER APURADO;FIBRA;
39_2021;WALDEMIRO LUSTOZA V - WPL 2001 - WPL 2006;CPNAUS;CPNAUS;BRASIL;91;18,5;04:40:00;21/nov/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;EXPOR A RISCO;;;4;0;11420413;AÇO;
16_2021;GARIBAS II;CFALEG;CFALEG;BRASIL;0;5;18:45:00;14/nov/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-27,50055556;-51,90305556;0;0;462M2001028224;FIBRA;
40_2021;PARINTINS  I;CPNAUS;CPNAUS;BRASIL;833;49,8;23:50:00;23/nov/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;;;0;0;10218718;AÇO;
41_2021;MONSTER AÇU LODGE;CPNAUS;CPNAUS;BRASIL;66;18,36;07:00:00;21/nov/21;FLUTUANTE;INTERIOR;ESPORTE E RECREIO;SEM PROPULSÃO;NAUFRÁGIO;-1,20888889;-61,48361111;0;0;150002726;AÇO;
12_2021;ZULK;DLTIAO;DLTIAO;BRASIL;4,5;8,06;18:00:00;14/nov/21;OUTRAS EMBARCAÇÕES;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-38,11666667;-45,71861111;0;0;3840172225;FIBRA;
35_2021;REIS III - FORTUNA  IV;CFAREM;CFAREM;BRASIL;38;15,2;20:00:00;24/nov/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-2,14583333;-56,10361111;0;0;211005428;AÇO;
15_2021;ARGUS II;CFALEG;CFALEG;BRASIL;3,5;6,94;08:00:00;30/out/21;VELEIRO;INTERIOR;ESPORTE E RECREIO;MISTA;VARAÇÃO;-30,66638889;-51,2975;0;0;4620180378;FIBRA;
_2021;PETROBRAS 63;CPMCAE;CPMCAE;ILHAS MARSHALL;161,812;347,3;22:00:00;24/nov/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;QUEDA DE CARGA E / OU EQUIPAMENTO NA ÁGUA;-23,50222222;-41,05222222;0;0;461E000954;AÇO;
56_2021;Deus é Amor;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;06:00:00;24/nov/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-1,73611111;-50,23305556;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
18_2021;VERDE VALE XII;DCPJAI;DCPJAI;BRASIL;82;20,25;04:50:00;22/nov/21;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;;;0;0;4430084408;MADEIRA;NÃO POSSUI
17_2021;DEUS PROVERÁ;DCPJAI;DCPJAI;BRASIL;3,1;8,6;15:20:00;12/nov/21;BOTE;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-27,07416667;-48,59027778;0;0;4420181095;MADEIRA;NÃO POSSUI
31_2021;LE COQUILLE;CPRIOJ;CPRIOJ;BRASIL;4,5;9,8;07:00:00;26/nov/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE GOVERNO;-23,09777778;-43,50361111;0;0;3820101021;FIBRA;
48_2021;MARIA CECILIA IV;CPVITO;CPVITO;BRASIL;24;15,63;11:00:00;29/nov/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-20,30027778;-40,28944444;0;0;3820108327;FIBRA;
6_2021;SEM NOME;DLHEUS;DLHES;BRASIL;NÃO INSCRITA;6;11:30:00;23/jul/21;CANOA;INTERIOR;PESCA;MOTOR;DERIVA  DA EMBARCAÇÃO;-13,82805556;-38,95083333;0;0;NÃO INSCRITA;FIBRA;
55_2021;OCEANBOAT XIV;CPMCAE;CPMCAE;BRASIL;5;10,5;06:00:00;22/nov/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-21,885;-41,00138889;1;0;3810501182;FIBRA;
36_2021;TAPAJÓS CAT III - seSEM NOME;CFAREM;CFAREM;BRASIL;62;18,33;19:45:00;29/nov/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-1,53222222;-56,0275;0;1;230910343;FIBRA;
57_2021;BELOV  HUMAITÁ;CPMCAE;CPMCAE;BRASIL;499;21,52;10:51:00;04/dez/21;SUPPLY;APOIO-MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTE DE MERGULHO;-22,54666667;-40,06666667;1;0;281892458-8;AÇO;
56_2021;NAMORADO 2;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;07:30:00;03/dez/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM BALEEIRA;-22,45;-40,41111111;0;0;NÃO INSCRITA;AÇO;
42_2021;PEQUENO PRINCIPE - SEM N OME;CPNAUS;CPNAUS;BRASIL;MIUDA;6,3;01:45:00;23/jul/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-3,04694444;-60,11277778;2;0;443M2019006164;FIBRA;
43_2022;TERMINAL DE BALSAS J F CEASA;CPNAUS;CPNAUS;BRASIL;24,497;150;19:45:00;29/nov/21;FLUTUANTE;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-3,13527778;-59,93833333;0;0;11470895;AÇO;
15_2021;SMIA WHITE;CPAGUA;CPAGUA;BRASIL;A SER APURADO;A SER APURADO;08:20:00;27/nov/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-25,49027778;-48,51166667;0;0;A SER APURADO;A SER APURADO;
14_2021;CAUANY;CPAGUA;CPAGUA;BRASIL;A SER APURADO;A SER APURADO;14:30:00;22/nov/21;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-25,72333333;-48,4225;0;0;A SER APURADO;A SER APURADO;
16_2021;COSCO SHIPPING HARMONY;CPAGUA;CPAGUA;HONG KONG;39,225;201,8;13:40:00;05/dez/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ENCALHE;-25,45583333;-48,67722222;0;0;SOLAS-IMO 9881665;AÇO;
18_2021;MIRAGE;DLSFSL;DLSFSL;BRASIL;0;9,15;00:35:00;08/nov/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-26,25;-48,66055556;0;0;3830094035;FIBRA;
_2021;MSC DESIRÉE;CPGRAN;CPGRAN;PORTUGUAL;97,805;299,9;08:10:00;26/nov/21;NM  PORTA CONTENTOR;LONGO - CURSO;CARGA;MOTOR;RUPTURA DE CABOS;-32,12916667;-52,10277778;0;0;SOLAS-IMO 9745665;AÇO;
23_2021;JS LAGOON;CPGRAN;CPGRAN;BRASIL;20;12;04:00:00;30/nov/21;FLUTUANTE;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-32,05194444;-52,065;0;0;4611521559;AÇO;
8_2021;BRIGHT PEGASUS;CPGRAN;CPGRAN;PANAMÁ;43,248;222;11:34:00;06/dez/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-28,23611111;-48,58611111;1;0;SOLAS-IMO 9599080;AÇO;
19_2021;ANTARES;CPFPOL;CPFPOL;BRASIL;4,6;8,19;10:00:00;04/dez/21;VELEIRO;INTERIOR;ESPORTE E RECREIO;MISTA;ENCALHE;-27,72916667;-48,63888889;0;0;4620233315;MADEIRA;NÃO POSSUI
53_2021;HORIZON THEONI;CPSTNA;CPSTNA;LIBÉRIA;29,828;183;23:00:00;06/dez/21;NM PETROLEIRO;LONGO - CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-0,06388889;-51,10833333;0;0;SOLAS-IMO 9407407;AÇO;
25_2021;CIDADE DE ARAIOSES;CPLUIZ;CPLUIZ;BRASIL;2,588;72,39;09:00:00;29/nov/21;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE GOVERNO;;;0;0;1210142171;AÇO;
18_2021;ANTHONY GLAYCON;CPNATL;CPNATL;BRASIL;6;7,69;17:00:00;26/nov/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-5,10138889;-36,26666667;1;0;1818889404;MADEIRA;NÃO POSSUI
12_2021;CV-08-69-01;DLPIRA;DLPIRA;BRASIL;99;31,96;12:00:00;05/dez/21;CHATA;INTERIOR;PASSAGEIRO E CARGA;SEM PROPULSÃO;AVARIAS NO CASCO;-16,37166667;-45,06333333;0;0;9410004868;AÇO;
49_2021;COSCO SHIPPING ZHUO YUE;CPVITO;CPVITO;CHINA;40,25;201,8;10:55:00;04/dez/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-19,8425;-40,05694444;0;0;SOLAS-IMO 9872157;AÇO;
32_2021;SEM NOME;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;6;13:00:00;04/dez/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;EMBORCAMENTO;-22,94722222;-42,48388889;1;1;NÃO INSCRITA;FIBRA;
33_2022;PETROBRAS 10.000;CPRIOJ;CPRIOJ;BRASIL;60,331;227,81;05:23:00;06/dez/21;PLATAFORMA;APOIO-MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;AVARIA DE MÁQUINAS;-24,75111111;-42,48416667;0;0;381E007570;AÇO;
19_2021;CNO SOBREVIVER;DLSFSL;DLSFSL;BRASIL;432;38,25;06:25:00;05/dez/21;BARCAÇA;INTERIOR;CARGA;SEM PROPULSÃO;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-26,17833333;-48,56444444;0;0;3813884686;AÇO;
58_2021;SS-45 ATLANTIC STAR;CPMCAE;CPMCAE;BAHAMAS;10,607;99;13:02:00;10/dez/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,58666667;-40,47583333;1;0;387E  00135;AÇO;
19_2021;SEM NOME;CPNATL;CPNATL;BRASIL;NÃO INSCRITA;4;18:40:00;28/nov/21;JANGADA;INTERIOR;PESCA;VELA;DESAPARECIMENTO DE EMBARCAÇÃO;-4,81833333;-37,04527778;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
12_2021;CLEBOAT;CPFOZU;CPFOZU;BRASIL;A SER APURADO;13;14:30:00;12/dez/21;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOA ABORDO;;;0;0;A SER APURADO;AÇO;
20_2021;AARGAU;DLSFSL;DLSFSL;BRASIL;0;13,88;13:00:00;14/dez/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;-39,18333333;-48,39333333;0;0;4215519055;FIBRA;
_2021;SCHWAAB I;DELUNA;DELUNA;BRASIL;NÃO INSCRITA;3,45;16:20:00;11/dez/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-28,51527778;-48,81416667;1;0;NÃO INSCRITA;FIBRA;
34_2021;BRAVA STAR;CPRIOJ;CPRIOJ;PANAMÁ;60,391;227,81;01:25:00;09/dez/21;NV SONDA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;INCÊNDIO;-25,64;-44,65388889;0;0;381E010678 (AIT);AÇO;
27_2021;SC 62 - SEM NOME;CFPVEL;CFPVEL;BRASIL;1,431;88;06:00:00;28/set/21;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;ABALROAMENTO;-7,51;-63,02;0;0;11466235;AÇO;
13_2021;SEM NOME;DLPIRA;DLPIRA;BRASIL;NÃO INSCRITA;A SER APURADO;12:30:00;13/dez/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;0;NÃO INSCRITA;ALUMÍNIO;
