Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA;HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
21_2020;APPALOOSA VI - VALENTIM III;8;CPAGUA;CPAGUA;BRASIL;13,20;14,26;12/OUT/2020;16:20;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-25,57472222;-48,31972222;0;0;0;3826679725;FIBRA;
20_2020;MISTRAL;8;CPAGUA;CPAGUA;BRASIL;0;3,36;10/OUT/2020;22:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ADERNAMENTO;-25,57944444;-48,31611111;0;0;0;421M2017001666;FIBRA;
41_2020;BAIA DE SÃO MARCOS I;4;CPLUIZ;CPLUIZ;BRASIL;901;67,81;01/OUT/2020;10:00;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-2,601388889;-44,35777778;0;0;0;1210124009;AÇO;
42_2020;URUTAU III;4;CPLUIZ;CPLUIZ;BRASIL;1;5,3;08/OUT/2020;9:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;;;0;0;0;1210135175;ALUMÍNIO;
17_2020;VIRGEM DA CONCEIÇÃO I;4;CPSTNA;CPSTNA;BRASIL;68;23,60;02/OUT/2020;13:00;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ENCALHE;0,025;-51,05000000;0;0;0;022-003338-2;MADEIRA;NÃO POSSUI
18_2020;SEM NOME;4;CPSTNA;CPSTNA;BRASIL;A SER APURADO;A SER APURADO;08/OUT/2020;0:10;A SER APURADO;INTERIOR;A SER APURADO;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;0,024444444;-51,35000000;0;0;0;A SER APURADO;A SER APURADO;A SER APURADO
_2020;PRATES IV;4;CFAREM;CFAREM;BRASIL;893;60;01/OUT/2020;8:10;BALSA;INTERIOR;CARGA;MOTOR;ENCALHE;-2,424166667;-54,75888889;0;0;0;10204113;AÇO;
;VOYAGER - JOLINAVE - MEGA I;4;CFAREM;CFAREM;BRASIL;37;16,55;24/SET/2020;4:00;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-2,188611111;-55,08194444;0;0;0;210261871;AÇO;
015_2020;BELMEKEN;3;CPCEIO;CPCEIO;MALTA;10,395;176,2;26/SET/2020;8:20;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;;;0;0;0;SOLAS-IMO 9576014;AÇO;
8_2020;CS CAPRICE;5;DLSFSL;DLSFSL;BAHAMAS;19,972;178,7;11/OUT/2020;2:15;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-26,24083333;-48,63750000;0;0;0;A SER APURADO;AÇO;
7_2020;CS CAPRICE;5;DLSFSL;DLSFSL;BAHAMAS;19,972;178,7;11/OUT/2020;2:15;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-26,24083333;-48,63750000;0;0;0;A SER APURADO;AÇO;
29_2020;ANTONELLA;5;DCPJAI;DCPJAI;BRASIL;8,5;10,99;30/AGO/2020;12:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-27,0075;-27,00750000;0;0;0;4430498032;FIBRA;
34_2020;COMTE BIBI - CANOA DO BIBI XVII;4;CPBLEM;CPBLEM;BRASIL;126;19,81;12/OUT/2020;1:00;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,811666667;-5,78611111;0;0;1;211018961;AÇO;
04_2020;C AGGRESSOR - MÃE RAINHA;2;CPCAJU;CPCAJU;BRASIL;8,8;12;02/OUT/2020;10:10;BOTE;CABOTAGEM;PESCA;MOTOR;ABALROAMENTO;-11,32361111;-37,03916667;0;0;0;2410155642;MADEIRA;NÃO POSSUI
24_2020;PETROBRAS 61;1;CPMCAE;CPMCAE;ILHAS MASHALL;21,084;83,4;11/OUT/2020;6:00;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-23,51583333;-41,06111111;0;0;0;381E009815;AÇO;
12_2020;EROS;7;CPFBRA;CPFBRA;BRASIL;0;10,10;10/OUT/2020;16:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-15,77305556;-47,83027778;1;0;0;5210251942;FIBRA;
09_2020;ÁGUIA 01 WM;7;CFATOC;CFATOC;BRASIL;MIUDA;5;13/OUT/2020;13:35;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-10,24027778;-48,38333333;0;0;0;524M2016004978;ALUMÍNIO;
04_2020;KHRONOS II;2;DLSEGU;DLSEGU;BRASIL;9,7;9,6;11/OUT/2020;14:25;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-17,96277778;-38,69555556;0;0;0;4620189430;FIBRA;
09_2020;LA VIEIRA - A &  J;8;DLGUAI;DLGUAI;BRASIL;0;5,9;11/OUT/2020;19:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;-53,76027778;0;2;0;401M2012001717;FIBRA;
_2020;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;6;04/OUT/2020;5:30;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-2,154722222;-56,17555556;0;0;0;NÃO INSCRITA;ALUMÍNIO;
05_2020;PARNAMIRIM;2;CPCAJU;CPCAJU;BRASIL;16,83;15;11/OUT/2020;3:15;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO;MOTOR;ÁGUA ABERTA;-10,92444444;-37,04333333;0;0;0;2610073780;FIBRA;
3A_2020;SEM NOME;1;DLFURN;DLFURN;BRASIL;NÃO INSCRITA;5;10/OUT/2020;12:30;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-20,96722222;-46,03361111;1;0;0;NÃO INSCRITA;ALUMÍNIO;
34_2020;PRISCILA OCEAN;1;CPVITO;CPVITO;BRASIL;MIUDA;5;A SER APURADO;A SER APURADO;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-20,26277778;-40,33805556;0;0;0;341M2002003174;ALUMÍNIO;
39_2020;GALO DA SERRA LIX;9;CPNAUS;AGITAC;BRASIL;772;62;03/SET/2020;18:15;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;EXPLOSÃO;-3,147222222;-58,43333333;0;0;0;001144052-0;AÇO;
25_2020;FERNÃO DE MAGALHÃES;1;DLRUCA;DLRUCA;BRASIL;454,564;228;15/OUT/2020;6:35;NM PORTA CONTENTOR;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOA;;;1;0;0;SOLAS-IMO 9603221;AÇO;
08_2020;SEM NOME;6;CPUMBA;CPUMBA;BRASIL;NÃO INSCRITA;4;11/OUT/2020;17:00;CANOA;INTERIOR;A SER APURADO;REMO;QUEDA DE PESSOAS NA ÁGUA;-20,56527778;-57,28555556;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
51-A_2020;SAGA DISCOVERY;8;CPSANT;CPSANT;HONG KONG;29,758;199,20;20/SET/2020;23:20;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-23,95916667;-46,31388889;0;0;0;SOLAS-IMO 9317418;AÇO;
22_2020;DOM ARMANDO III;5;CPGRAN;CPGRAN;BRASIL;59;19,45;14/OUT/2020;13:30;BARCO;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-31,775;-51,41000000;0;0;1;4430117420;MADEIRA;NÃO POSSUI
21_2020;ZECA II;1;DLCABO;DLCABO;BRASIL;0;3,37;19/OUT/2020;7:20;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-22,88722222;-42,00638889;0;0;0;384M2010000444;FIBRA;
25_2020;PETROBRAS IX;1;CPMCAE;CPMCAE;PANAMÁ;11,709;71,13;15/OUT/2020;6:30;PLATAFORMA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM BALEEIRA;-22,57361111;-40,52750000;0;1;0;381E001130;AÇO;
;HANGZHOU;8;CPSANT;CPSANT;PANAMÁ;41,378;225,0;10/SET/2020;10:30;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,96388889;-46,30055556;0;1;0;SOLAS-IMO 9281827;AÇO;
23_2020;YARA I;5;CPGRAN;CPGRAN;BRASIL;332;49,65;16/OUT/2020;4:15;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-32,01111111;-52,06361111;0;0;0;4620169331;AÇO;
40_2020;RESSURREIÇÃO;1;CPRIOJ;CPRIOJ;BRASIL;45,10;19,40;18/OUT/2020;22:00;BARCO;CABOTAGEM;PESCA;MOTOR;ALAGAMENTO;-23,06944444;-43,19944444;0;0;0;3810168556;MADEIRA;NÃO POSSUI
27_2020;PETROBRAS 54;1;CPMCAE;CPMCAE;ILHAS MASHALL;146,177;337,4;16/OUT/2020;14:10;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;;-39,83250000;0;2;0;381E005089;AÇO;
53-A_2020;MIYAKE;8;CPSANT;CPSANT;BRASIL;0;4,86;27/SET/2020;8:30;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,69583333;-46,72388889;0;0;0;401M2009001644;FIBRA;
34_2020;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;9;11/OUT/2020;23:00;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-2,609444444;-55,06000000;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
35_2020;AAL GLADSTONE;1;CPVITO;CPVITO;CHIPRE;19,128;160;17/OUT/2020;0:10;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;;;0;0;0;SOLAS-IMO 9393541;AÇO;
9_2020;BLESS;5;DLSFSL;DLSFSL;BRASIL;5;9,54;17/OUT/2020;22:00;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-26,20333333;-48,75944444;0;1;0;4215515831;FIBRA;
43/2020;KM OSAKA;4;CPLUIZ;CPLUIZ;PANAMÁ;92,752;291,98;25/OUT/2020;19:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-2,560555556;-44,37944444;0;0;0;SOLAS-IMO9604990;AÇO;
12_2020;KASE I;8;DLTIAO;DLTIAO;BRASIL;26,80;14,91;24/OUT/2020;6:20;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-24,16;-45,50916667;0;1;0;F3868899570;FIBRA;
40_2020;JGR I;9;CPNAUS;AGITAC;BRASIL;0;7,4;15/OUT/2020;19:20;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-3,163611111;-58,36583333;0;11;1;50078828;ALUMÍNIO;
55-A_2020;4UARTETO FANTÁSTICO;8;CPSANT;CPSANT;BRASIL;2,5;7,10;12/OUT/2020;13:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,995;-46,20611111;0;1;0;3813888801;FIBRA;
13_2020;SEBASTIÃO CABOTO;3;CPFTZA;CPFTZA;BRASIL;45,564;228;20/OUT/2020;21:52;NM PORTA CONTENTOR;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-3,538888889;-38,80277778;0;0;0;SOLAS-IMO 0011434341;AÇO;
54-A_2020;SIROCCO;8;CPSANT;CPSANT;PANAMÁ;43,974;229;27/SET/2020;8:15;NM DE GRANEL LÍQUIDO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,87472222;-46,37277778;0;1;0;SOLAS-IMO9603996;AÇO;
16_2020;FERRARI II;3;CPCEIO;CPCEIO;BRASIL;0;5,04;21/OUT/2020;9:05;VELEIRO;INTERIOR;PASSAGEIRO;MOTOR;COLISÃO;-9,771111111;-35,84083333;0;1;0;241M2017005078;FIBRA;
28_2020;DEBORAH KAY;5;DCPJAI;DCPJAI;BRASIL;2,994;81,69;02/JUL/2020;2:00;SUPPLY;APOIO MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;INCÊNDIO;-26,33861111;-47,55972222;0;0;0;4430119902;AÇO;
35_2020;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;18/OUT/2020;7:30;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-2,401666667;-54,71833333;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
25_2020;SÓ ALEGRIA;1;DLANGR;DLANGR;BRASIL;0,95;7,05;18/OUT/2020;12:00;BOTE;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;0;0;3826684907;FIBRA;
10_2020;MOCORONGO;8;CPFOZU;CPFOZU;BRASIL;A SER APURADO;5,5;25/OUT/2020;19:15;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-24,49111111;-47,55972222;0;0;0;A SER APURADO;ALUMÍNIO;
44_2020;SOL E LUA;4;CPLUIZ;AGIMPE;BRASIL;2;13,66;18/OUT/2020;20:10;BARCAÇA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;;-54,71833333;0;0;0;1270021648;MADEIRA;A SER APURADO
36_2020;ESPIRITO SANTO;4;CFAREM;CFAREM;BRASIL;174;27,6;28/OUT/2020;2:30;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-2,423611111;-54,69583333;0;0;0;230109799;MADEIRA;NÃO POSSUI
28_2020;Frozen;8;CPFTPR;CPFTPR;BRASIL;4,7;7,3;26/OUT/2020;13:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-21,42083333;-49,54583333;0;0;0;4010530090;FIBRA;
;PORTO VALE XV;8;DLTIAO;DLTIAO;BRASIL;10;9,10;27OUT/2020;7:00;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-23,79277778;-45,39861111;0;0;0;4030123759;FIBRA;
30_2020;BLACK I;5;DCPJAI;DCPJAI;BRASIL;85;22;27/SET/2020;12:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-27,0075;-27,00750000;0;0;0;4010756985;FIBRA;
17_2020;LA ISLA;3;CPCEIO;CPCEIO;BRASIL;18;9,4;30/OUT/2020;2:30;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-9,729166667;-35,80944444;0;0;0;2010077822;FIBRA;
41_2020;SETTE;1;CPRIOJ;AGPRIT;BRASIL;27,10;14,14;24/OUT/2020;11:00;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-23,38666667;-44,56583333;0;0;0;3825415562;FIBRA;
;BLACK SWAN;8;DLTIAO;DLTIAO;BRASIL;11,3;13,57;24/OUT/2020;3:33;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DEFICIÊNCIA NA EMBARCAÇÃO;-24,145;-45,41333333;0;0;0;4010625767;FIBRA;
12_2020;MARÉ XV;5;CFALEG;CFALEG;BRASIL;7,16;9,43;25/OUT/2020;17:30;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;VELA;QUEDA DE PESSOAS NA ÁGUA;-30,11333333;-51,27416667;1;0;0;4620819336;FIBRA;
41_2020;SEM NOME;9;CPNAUS;AGTEFE;BRASIL;A SER APURADO;6;25/OUT/2020;18:00;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,309722222;-64,13611111;1;0;0;A SER APURADO;MADEIRA;NÃO POSSUI
4_2020;DAVI V;5;DELUNA;DELUNA;BRASIL;45,80;17,2;24/SET/2020;12:00;BOTE;CABOTAGEM;PESCA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;;;0;1;0;4450083610;MADEIRA;NÃO POSSUI
36_2020;VIGOROUS;1;CPVITO;CPVITO;ILHAS MASHALL;23,432;180;22/OUT/2020;4:50;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;30,73527778;-12,25027778;0;0;0;SOLAS-IMO 9546239;AÇO;
05_2020;SEM NOME;2;DLSEGU;DLSEGU;BRASIL;NÃO INSCRITA;A SER APURADO;28/OUT/2020;0:30;OUTRAS EMBARCAÇÕES;INTERIOR;A SER APURADO;MOTOR;EMBORCAMENTO;-16,42111111;-38,86861111;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
32_2020;Jean Filho XXII - Jeany Saron XXV - Jeany Saron XXVII;9;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;21/OUT/2020;14:00;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;;-61,75250000;0;0;0;A SER APURADO;AÇO;
33_2020;Luiz Felipe II - Maria Monteiro II - SC-38 - BT SC-61;9;CFPVEL;AGHMTA;BRASIL;A SER APURADO;A SER APURADO;22/OUT/2020;21:30;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-7,574444444;-62,96472222;0;0;0;A SER APURADO;AÇO;
42_2020;MERLUZA 1;1;CPRIOJ;CPRIOJ;BRASIL;87,492;A SER APURADO;31/OUT/2020;6:17;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-25,26638889;-45,25222222;0;0;0;4030228739;AÇO;
32_2020;SEM NOME;5;DCPJAI;DCPJAI;BRASIL;A SER APURADO;A SER APURADO;02/NOV/2020;19:00;A SER APURADO;A SER APURADA;A SER APURADO;A SER APURADO;NAUFRÁGIO;-26,75611111;-48,65666667;2;1;0;A SER APURADO;A SER APURADO;
;MAXIMO II;8;DLTIAO;DLTIAO;BRASIL;4,1;8,7;30/OUT/2020;21:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-23,59472222;-45,21694444;0;0;0;4620799521;FIBRA;
37_2020;OCEANO I;1;CPVITO;CPVITO;BRASIL;23;12,6;01/NOV/2020;15:00;EMPURRADOR;APOIO MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-20,7;-40,40694444;0;0;1;210308028;AÇO;
7_2020;ALBATROZ;8;DLPREP;DLPREP;BRASIL;MIUDA;6;31/OUT/2020;13:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-22,65277778;-51,63361111;1;0;0;962M2015009644;ALUMÍNIO;
14_2020;VITÓRIA SN;3;CPFTZA;AGCATI;BRASIL;12;10;28/OUT/2020;1:00;BOTE;CABOTAGEM;PESCA;MOTOR;ACIDENTE DE MERGULHO;-4,577777778;-37,13361111;1;0;0;1620024527;MADEIRA;NÃO POSSUI
46_2020;GM DOIS IRMÃOS II;4;CPLUIZ;CPLUIZ;BRASIL;12;13,9;01/NOV/2020;9:00;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-2,760833333;-42,83944444;0;0;0;1210114267;AÇO;
45_2020;RYA RAD;4;CPLUIZ;CPLUIZ;PANAMÁ;38,364;225;30/SET/2020;9:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-2,674722222;-44,36194444;0;0;0;SOLAS-IMO 9180803;AÇO;
;MY WAY VI;8;CPSANT;CPSANT;BRASIL;1,5;5,8;14/OUT/2020;7:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-23,06083333;-46,29222222;0;3;0;4030186572;FIBRA;
38_2020;VIAÇÃO TAPAJÓS I;4;CFAREM;CFAREM;BRASIL;54;24,97;29/OUT/2020;16:40;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-4,1125;-55,70972222;0;1;0;230106251;ALUMÍNIO;
33_2020;BIG Z - BRUNO DAVI;2;CPSALV;CPSALV;BRASIL;7;7,3;05/NOV/2020;20:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-13,38722222;-38,95083333;1;2;0;2818892295;FIBRA;
;MY WAY VI;8;CPSANT;CPSANT;BRASIL;1,5;5,8;14/OUT/2020;7:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-23,05888889;-46,29222222;0;3;0;4030186572;FIBRA;
11_2020;MERGEN;8;CPFOZU;CPFOZU;BRASIL;A SER APURADO;5;31/OUT/2020;15:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-25,35888889;-54,51194444;0;0;0;405M2006012721;ALUMÍNIO;
20_2020;SEM NOME;4;CPSTNA;AGOQUE;BRASIL;A SER APURADO;A SER APURADO;03/NOV/2020;9:00;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;;;1;0;10;A SER APURADO;ALUMÍNIO;
35_2020;DIAMANTE II;4;CPBLEM;CPBLEM;BRASIL;20;15,25;26/SET/2020;6:00;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;DERIVA DA EMBARCAÇÃO;-1,812222222;-48,96722222;0;0;0;50074369;ALUMÍNIO;
19_2020;GALIBI II;4;CPSTNA;AGOQUE;BRASIL;A SER APURADO;5,93;28/OUT/2020;9:00;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;3,856388889;-51,82638889;0;0;0;025M2020000381;ALUMÍNIO;
36_2020;RIO XINGU III;4;CPBLEM;CPBLEM;BRASIL;70;26,75;08/OUT/2020;4:20;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;DERIVA DA EMBARCAÇÃO;-1,45;-48,51666667;0;0;0;211031879;ALUMÍNIO;
13_2020;ASIAN PRIDE;5;CFALEG;CFALEG;SINGAPURA;35,336;199,98;07/NOV/2020;16:30;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;;;0;0;0;SOLAS-IMO 9725029;AÇO;
47_2020;FIFTY-FIFTY - A SER;4;CPLUIZ;AGIMPE;BRASIL;1;5,15;06/OUT/2020;22:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;0;0;0;1270017861;FIBRA;
12_2020;CONQUISTA;8;CPFOZU;CPFOZU;BRASIL;0;3,20;31/OUT/2020;15:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-24,68361111;-54,24583333;0;0;0;403M2006002893;FIBRA;
34_2020;MARGIRIUS;2;CPSALV;CPSALV;BRASIL;12,9;15,55;07/NOV/2020;16:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-12,81472222;-38,65277778;0;0;0;4211464329;FIBRA;
37_2020;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;24/OUT/2020;16:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-3,208888889;-52,20666667;1;0;0;NÃO INSCRITA;FIBRA;
43_2020;PETROBRAS 67;1;CPRIOJ;CPRIOJ;ILHAS MASHALL;156,245;276;06/NOV/2020;2:40;PLATAFORMA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;INCÊNDIO;-25,32972222;-42,69250000;0;0;0;381E011208;AÇO;
21_2020;DAMA DE OURO - PRISCILA;4;CPSTNA;AGOQUE;BRASIL;0,5;8,4;10/NOV/2020;11:00;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;3,855277778;-51,82805556;0;1;0;022-010621-5;ALUMÍNIO;
21_2020;DANIEL XX;3;CPNATL;AGBRAN;BRASIL;13;10,94;01/NOV/2020;17:10;BARCO;CABOTAGEM;PESCA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-4,938888889;-37,16111111;0;0;0;161.006929-3;MADEIRA;NÃO POSSUI
06_2020;Benjamim Guimarães;1;DLPIRA;DLPIRA;BRASIL;202;44;20/NOV/2020;5:00;BARCO;INTERIOR;PASSAGEIRO;MOTOR;AVARIAS NO CASCO;-17,33833333;-44,95361111;0;0;0;9410000378;AÇO;
42_2020;ELANDRA MAPLE;9;CPNAUS;CPNAUS;LIBÉRIA;29,528;176,2;29/OUT/2020;7:55;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-3,188888889;-58,36833333;0;0;0;SOLAS-IMO 403E000947;AÇO;
33_2020;ALBATROZ;5;DCPJAI;DCPJAI;BRASIL;0,55;8,02;11/OUT/2020;23:25;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-27,11944444;-27,11944444;0;0;0;4054109055;FIBRA;
15_2020;MSC DYMPHNA;3;CPFTZA;CPFTZA;PANAMÁ;64,054;274,6;08/NOV/2020;8:06;NM PORTA CONTENTOR;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-3,542222222;-38,79111111;0;0;0;SOLAS-IMO 9110391;AÇO;
34_2020;BOAT LUX BC JIII;5;DCPJAI;DCPJAI;BRASIL;0;3,31;08/NOV/2020;16:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-26,99194444;-26,99194444;1;1;0;YDV18550J920;FIBRA;
24_2020;Santa Alexandra;5;CPGRAN;CPGRAN;PANAMÁ;35,832;199,98;09/NOV/2020;4:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-32,73333333;-52,06944444;0;0;0;SOLAS-IMO 9820934;AÇO;
44_2020;SIMÃO EXPRESS SS3 - WANDO;1;CPRIOJ;CPRIOJ;BRASIL;0,10;6;10/NOV/2020;19:40;BOTE;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-23,00472222;-43,30833333;0;0;0;3813906094;FIBRA;
26_2020;PETROBRAS XVIII;1;CPMCAE;CPMCAE;ILHAS MASHALL;25,746;89,68;16/OUT/2020;7:05;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;INCÊNDIO;-22,42777778;-40,02777778;0;0;0;387E00005 4;AÇO;
