Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA;HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
08_2020;ELAINE MIX;8;CPAGUA;CPAGUA;BRASIL;2,10;8,8;12/ABR/2020;9:00;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-25,33138889;-48,15583333;0;0;0;4430053618;MADEIRA;NÃO POSSUI
12_2020;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;12/ABR/2020;20:00;CANOA;INTERIOR;PASSAGEIRO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-2,054722222;-54,56916667;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
09_2020;ELENA TOPIC;8;CPAGUA;CPAGUA;LIBÉRIA;26216;185,74;28/ABR/2020;19:30;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-25,50222222;-48,51611111;0;1;0;SOLAS-IMO9193692;AÇO;
19_2020;HG - SEM NOME- SEM NOME;4;CPLUIZ;CPLUIZ;BRASIL;0;A SER APURADO;19/ABR/2020;18:05;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-2,874166667;-44,61222222;0;0;0;121M2014000371;FIBRA;
14_2020;DAKOTA;1;CPVITO;CPVITO;BRASIL;5;6,9;02/MAI/2020;9:30;SAVEIRO;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-20,41444444;-40,15861111;0;0;0;3410235434;MADEIRA;NÃO POSSUI
05_2020;Anjo do Brasil;4;CPSTNA;CPSTNA;BRASIL;12,4;12,1;15/ABR/2020;12:00;BARCO;INTERIOR;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-0,138055556;-51,74111111;0;1;0;022-000867-1;MADEIRA;NÃO POSSUI
09_2020;BRASIL 2014;1;CPMCAE;AGSJBA;GRÉCIA;83078;278,5;29/ABR/2020;6:00;NM PETROLEIRO;CABOTAGEM;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,76833333;-41,63527778;0;1;0;SOLAS-IMO 403E000815;AÇO;
05_2020;Transpantanal;6;CFCUIA;CFCUIA;BRASIL;137;21;A SER APURADO;A SER APURADO;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;MORTE DE PESSOA;-17,365;-56,77222222;1;0;0;5210177866;AÇO;
10_2020;DS SOFIE BULKER;8;CPAGUA;CPAGUA;ILHAS MASHALL;17663;176,63;03/MAI/2020;9:15;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOA A BORDO;-25,47111111;-48,45055556;1;0;0;SOLAS-IMO 9310604;AÇO;
20_2020;SEM NOME;9;CPNAUS;AGITAC;BRASIL;NÃO INSCRITA;A SER APURADO;03/MAI/2020;14:30;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-4,338333333;-50,55000000;1;3;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
06_2020;XODO;4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;27/ABR/2020;7:30;A SER APURADO;INTERIOR;A SER APURADO;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;0,318333333;-49,75250000;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
22_2020;IRMÃ DULCE;1;CPRIOJ;CPRIOJ;BRASIL;45100;228;04/MAI/2020;21:30;NM PETROLEIRO;CABOTAGEM;CARGA;MOTOR;ALAGAMENTO;-22,87972222;-43,13361111;0;0;0;SOLAS-IMO 9548691;AÇO;
3_2020;DAVI;8;DLPREP;DLPREP;BRASIL;A SER APURADO;4,95;03/MAI/2020;12:30;BOTE;INTERIOR;A SER APURADO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,90083333;-50,41027778;1;0;0;402M20010022695;ALUMÍNIO;
21_20;SEM NOME;9;CPNAUS;AGTINS;BRASIL;NÃO INSCRITA;6;04/MAI/2020;22:30;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-2,435555556;-56,48527778;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
1-A_2020;SEM NOME;1;DLFURN;DLFURN;BRASIL;NÃO INSCRITA;3,5;26/ABR/2020;11:32;A SER APURADO;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-21,26583333;-45,90000000;1;0;0;NÃO INSCRITA;FIBRA;
03_2020;JESSICA JF;3;CPFTZA;CPFTZA;BRASIL;1;6,36;06/MAI/2020;15:00;JANGADA;CABOTAGEM;PESCA;VELA;DESAPARECIMENTO DE PESSOA;-3,606944444;-38,76583333;0;0;1;1620020521;MADEIRA;NÃO POSSUI
08_2020;YARA I;5;CPGRAN;CPGRAN;BRASIL;332;49,5;11/MAI/2020;10:00;NM Roll-on Roll-off;INTERIOR;PASSAGEIRO E CARGA;MOTOR;INCÊNDIO;-32;-52,03333333;0;0;0;4620169331;AÇO;
06_2020;DIAMOND;3;CPCEIO;CPCEIO;EUA;A SER APURADO;11,92;10/MAI/2020;9:00;VELEIRO;LONGO-CURSO;ESPORTE E RECREIO;MISTA;DERIVA DA EMBARCAÇÃO;-9,687777778;-35,75638889;0;0;0;DL4762AM;FIBRA;
04_2020;ESPERANÇA- SEM NOME;8;DLGUAI;DLGUAI;BRASIL;0,6;5,5;11/MAI/2020;2:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;-54,20194444;0;2;1;9629961067;FIBRA;
12_20220;MY GUN;1;DLANGR;DLANGR;BRASIL;0,10;9,58;01/MAI/2020;10:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;0;0;0;3826672101;FIBRA;
03_2020;SOPHIE;5;CFALEG;CFALEG;BRASIL;0;3,27;08/MAR/2020;20:15;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;;;1;0;0;445M2013000341;FIBRA;
09_2020;VÓ VILMA I;5;CPGRAN;AGNDAI;BRASIL;57;21;09/MAI/2020;13:00;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-30,34583333;;0;1;0;4010149370;MADEIRA;NÃO POSSUI
26_2020;CASTELLAMMARE I;5;DCPJAI;DCPJAI;BRASIL;A SER APURADO;14;18/MAI/2020;2:00;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-27,12888889;-48,52583333;0;0;0;3810492175;FIBRA;
23_2020;RIO MINHO;1;CPRIOJ;CPRIOJ;BRASIL;243;33,50;01/MAI/2020;17:50;CHATA;INTERIOR;CARGA;SEM PROPULSÃO;COLISÃO;-22,88666667;-43,17722222;0;0;0;3810010642;AÇO;
11_2020;HAROLD RAMOS;1;CPRIOJ;CPRIOJ;BRASIL;3254;77,55;17/MAI/2020;2:20;SUPPLY;CABOTAGEM;CARGA;MOTOR;INCÊNDIO;-25,48666667;-42,78055556;0;0;0;3810512443;AÇO;
24_2020;NT NILZA;1;CPMCAE;AGSJBA;BRASIL;13474;153;13/MAI/2020;4:18;NM PETROLEIRO;CABOTAGEM;CARGA;MOTOR;AVARIA DE GORVENO;-21,83527778;-41,00000000;0;0;0;SOLAS-IMO 3810339172;AÇO;
4_2020;SEM NOME;2;DLHEUS;DLHEUS;BRASIL;NÃO INSCRITA;A SER APURADO;15/MAI/2020;20:00;CANOA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-14,22361111;-38,98916667;2;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
21-A_2020;DUDINHA;8;CPSANT;CPSANT;BRASIL;0;3,22;02MAI/2020;13:50;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,97555556;-20,36694444;1;0;0;401M2010013171;FIBRA;
04_2020;ESPERANÇA - SEM NOME;8;DLGUAI;DLGUAI;BRASIL;0,6;5,5;11/MAI/2020;2:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;-54,20194444;1;2;0;9629961067;FIBRA;
15_2020;NOVA ALIANÇA II;4;CFAREM;CFAREM;BRASIL;6;10,3;21/MAI/2020;12:00;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-2,494444444;-55,10583333;0;0;0;230921680;MADEIRA;A SER APURADO
14_2020;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;3,5;11/MAI/2020;2:00;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;REMO;QUEDA DE PESSOAS NA ÁGUA;-2,835277778;-54,32416667;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
4_2020;SEM NOME;4;CPPARN;CPPARN;BRASIL;NÃO INSCRITA;6;24/MAI/2020;14:40;CANOA;INTERIOR;PESCA;MOTOR;ALAGAMENTO;-2,864722222;-41,68083333;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
11_2020;SEM NOME;8;CPFTPR;CPFTPR;BRASIL;NÃO INSCRITA;2,20;09/MAI/2020;14:00;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;-21,16222222;-49,66194444;1;0;0;NÃO INSCRITA;ALUMÍNIO;
12_2020;FENIX;8;CPFTPR;CPFTPR;BRASIL;0;3,35;17/MAI/2020;17:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,0225;-50,43555556;1;2;0;405M2018021607;FIBRA;
10_2020;PETROBRAS XIX;1;CPMCAE;CPMCAE;PANAMÁ;22589;102;13/MAI/2020;10:20;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,39194444;-40,05416667;0;1;0;387E000496;AÇO;
16_2020;OS MOCOFAIAS;1;CPVITO;CPVITO;BRASIL;MIUDA;4,98;23/MAI/2020;8:30;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-20,32277778;-40,11722222;0;0;0;341M2019003654;ALUMÍNIO;
13_2020;GEPI JR 3 - ATHENA;1;DLANGR;DLANGR;BRASIL;9;10,53;22/MAI/2020;21:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;0;2;0;4410445553;FIBRA;
06_2020;Castillo de Herrera;3;CPCEIO;CPCEIO;BAHAMAS;8698;139,95;09/MAI/2020;4:00;NM PETROLEIRO;CABOTAGEM;CARGA;MOTOR;EXPOR A RISCO;-9,693888889;-35,75833333;0;0;0;SOLAS-IMO 381E005356;AÇO;
10_2020;ANTONIO FILHO S;5;CPGRAN;CPGRAN;BRASIL;69;21,3;21/MAI/2020;10:35;BARCO;CABOTAGEM;PESCA;MOTOR;INCÊNDIO;-30,20138889;-50,17944444;0;0;0;4430110841;MADEIRA;NÃO POSSUI
05_2020;JOÃO VITOR;8;DLGUAI;DLGUAI;BRASIL;MIUDA;5,9;20/MAI/20;6:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,62027778;-52,65833333;1;0;0;962M2012013889;ALUMÍNIO;
06_2020;AGUIA DOURADA IX;8;DLTIAO;DLTIAO;BRASIL;147;29,20;20/MAI/2020;0:00;NV PESQUEIRO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-23,81055556;-45,85638889;1;0;0;4430091641;AÇO;
18_2020;CORONEL HEITOR - TAINA -  SOBRA - AMAZONAS 2014;4;CPBLEM;CPBLEM;BRASIL;77;18,6;23/MAI/2020;2:10;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;0,806944444;-48,23888889;0;0;0;210255137;AÇO;
25_2020;BARRA XIX;1;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;3,35;27/MAI/2020;15:30;MOTO-AQUÁTICA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;EMBORCAMENTO;-23,01638889;-43,29694444;1;1;0;NÃO INSCRITA;FIBRA;
13_2020;MOATIZE;1;DLRUCA;DLRUCA;BRASIL;228;23,8;27/MAI/2020;12:30;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;INCÊNDIO;-23,02166667;-44,04388889;0;1;0;383-010638-6;AÇO;
12_2020;DOMENIQUE;1;DLRUCA;DLRUCA;BRASIL;0;4,3;23/MAI/2020;5:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,92472222;-43,86388889;3;0;0;383M2001018277;FIBRA;
04_2020;ROYALLY II;7;CPFBRA;CPFBRA;BRASIL;5,93;8,58;27/MAI/2020;15:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-15,76722222;-47,83638889;0;0;0;2210157668;FIBRA;
05_2020;SKYFALL;7;CPFBRA;CPFBRA;BRASIL;0;7,9;27/MAI/2020;16:30;LANCHA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ABALROAMENTO;-15,82055556;-47,84694444;0;0;0;521M2017001986;FIBRA;
05_2020;I9GED;5;CFALEG;CFALEG;BRASIL;0;3,36;06/ABR/2020;9:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-30,21222222;-51,18944444;1;0;0;462M2012002764;FIBRA;
04_2020;PIRAGIBA;5;CFALEG;CFALEG;BRASIL;0,01;4;24/MAR/2020;18:30;BOTE;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-30,16666667;-51,23333333;1;0;0;4620815462;ALUMÍNIO;
04_2020;4 DE ABRIL I;3;CPFTZA;AGOCIM;BRASIL;16;13,2;26/MAI/2020;7:00;BOTE;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,673333333;-41,90861111;0;0;1;1630034197;MADEIRA;NÃO POSSUI
24_2020;COSTA BRASILEIRA;2;CPSALV;CPSALV;BRASIL;85;20,7;06/JUN/2020;18:00;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-13,13138889;-38,65694444;1;1;0;1630045969;AÇO;
09_2020;GALEAO PIRATA;5;CPFPOL;CPFPOL;BRASIL;1,9;9;30/MAI/2020;5:30;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-27,5925;-48,42000000;0;0;0;4410096176;MADEIRA;NÃO POSSUI
06_2020;PIRATINI;5;CFALEG;CFALEG;BRASIL;2624;99,78;29/MAI/2020;0:30;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;COLISÃO;-29,99694444;-51,20888889;0;0;0;4620811980;AÇO;
11_2020;GALAXY LEADER;8;CPAGUA;CPAGUA;BAHAMAS;48710;189;29/MAI/2020;0:28;NM Roll-on Roll-off;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-25,50222222;-48,51611111;0;0;0;SOLAS-IMO9237307;AÇO;
4_2020;BOMBA;8;DLPREP;DLPREP;BRASIL;A SER APURADO;5,5;22/MAI/2020;16:00;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-21,51833333;-51,95972222;0;0;0;402M2013006135;ALUMÍNIO;
23-A_2020;SCARLET ISLAND;8;CPSANT;CPSANT;PANAMÁ;42995;228,99;14/MAI/2020;19:30;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-22,89638889;-43,18722222;0;0;0;SOLAS-IMO 9687681;AÇO;
23_2020;SHANDONG HAI CHANG;9;CPNAUS;AGITAC;HONG KONG;41101;225;30/MAI/2020;8:25;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-3,141666667;-58,51388889;0;0;0;SOLAS-IMO9502647;AÇO;
22_2020;SEM NOME;9;CPNAUS;AGFRS;BRASIL;A SER APURADO;A SER APURADO;27/MAI/2020;19:30;CANOA;INTERIOR;PASSAGEIRO;MOTOR;COLISÃO;-7,744722222;-72,64194444;0;0;1;A SER APURADO;MADEIRA;NÃO POSSUI
22-A_2020;CHAMCHURI NAREE;8;CPSANT;CPSANT;TAILÂNDIA;21093;176,83;09/MAI/2020;14:10;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE CARGA E/OU EQUIPAMENTO NA ÁGUA;-24,20472222;-46,31611111;0;0;0;SOLAS-IMO 9296274;AÇO;
17_2020;TS FISSURADO;1;CPVITO;CPVITO;BRASIL;242;29;02/JUN/2020;9:00;REBOCADOR;APOIO MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-20,32638889;-40,33500000;0;0;0;3810521795;AÇO;
26_2020;AMAZON CHIEFTAIN Z;1;CPRIOJ;CPRIOJ;BRASIL;2966;76;03/JUN/2020;4:07;REBOCADOR;APOIO MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE MÁQUINAS;-24,63555556;-42,41138889;0;0;0;381E010791;AÇO;
12_2020;ALTHEA;8;CPAGUA;CPAGUA;MALTA;17697;169;28/MAI/2020;8:28;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;2,196666667;#VALOR!;0;1;0;SOLAS-IMO 9224855;AÇO;
13_2020;Susian;8;CPFTPR;CPFTPR;BRASIL;MIUDA;5,83;31/MAI/2020;18:15;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-21,05888889;-50,37222222;0;0;0;4020326797;ALUMÍNIO;
8_2020;FLOR DE LIZ I;3;CPNATL;CPNATL;BRASIL;2;7,24;02/JUN/2020;14:00;BOTE;INTERIOR;PESCA;MOTOR;ACIDENTE DE MERGULHO;-4,864166667;-36,52388889;1;0;0;1818889544;MADEIRA;NÃO POSSUI
2_2020;PITOCO;1;DLPIRA;DLPIRA;BRASIL;MIUDA;4,94;30/MAI/2020;23:59;BOTE;INTERIOR;PASSAGEIRO E CARGA;MOTOR;EMBORCAMENTO;-17,14666667;-44,83638889;0;0;1;941M2016001555;ALUMÍNIO;
3_2020;CANTO BELO;3;CPCIFE;CPCIFE;BRASIL;0;3,37;31/MAI/2020;13:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-7,8675;-34,83333333;1;0;0;221M2011000291;FIBRA;
23_2020;SEM NOME;4;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;A SER APURADO;06/JUN/2020;9:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;1;0;0;A SER APURADO;FIBRA;
10_2020;LEO MAR;5;CPFPOL;CPFPOL;BRASIL;5;10,2;06/JUN/2020;1:30;BOTE;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;NAUFRÁGIO;-27,74944444;-48,50000000;0;0;0;4410174266;MADEIRA;NÃO POSSUI
27/2020;TUBARÃO P/ BRASIL;1;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;4,9;06/JUN/2020;8:40;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,01638889;-43,29694444;1;0;0;381M2016003574;FIBRA;
;VANESSA;8;CPFOZU;CPFOZU;BRASIL;MIUDA;5,5;03/JUN/2020;9:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;IMPROPRIEDADE DA EMB PARA O FIM QUE É UTILIZADA;;0,00000000;0;1;0;610132677;ALUMÍNIO;
6_2020;RAG;4;CPPARN;CPPARN;BRASIL;0;3,22;04/JUN/2020;15:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,4175;-41,89611111;1;0;0;524M2011005788;FIBRA;
14_2020;RIFF;1;DLANGR;DLANGR;BRASIL;21;16,58;16/JUN/2020;16:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,01722222;-44,36555556;0;0;0;4420222816;FIBRA;
11_2020;SAGA ENTERPRISE;5;CPGRAN;CPGRAN;HONG KONG;29,758;199,20;13/ABR/2020;11:10;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-31,68333333;-51,93416667;0;0;0;SOLAS-IMO 9343481;AÇO;
24-A_2020;ESSAYRA;8;CPSANT;CPSANT;BRASIL;27,600;179,99;06/JUN/2020;13:30;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,96472222;-46,30166667;1;0;0;SOLAS-IMO9735452;AÇO;
25-A_2020;SKYWALKER;8;CPSANT;CPSANT;LIBÉRIA;36,396;194,50;18/MAI/2020;21:30;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOA;-23,96416667;-46,30166667;1;0;0;SOLAS-IMO 9724740;AÇO;
07_2020;SEM NOME;4;CPSTNA;AGOQUE;BRASIL;A SER APURADO;A SER APURADO;14/JUN/2020;15:00;LANCHA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;;-51,87583333;0;0;2;A SER APURADO;A SER APURADO;A SER APURADO
13_2020;DOM MANOEL CIII;8;CPAGUA;CPAGUA;BRASIL;25;14,9;16 /JUN/202;#VALOR!;BARCO;CABOTAGEM;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-25,60166667;-47,94611111;0;0;0;3810092100;MADEIRA;NÃO POSSUI
14_2020;Gabriel;8;CPFTPR;CPFTPR;BRASIL;0;3,07;06/JUN/2020;13:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,25888889;-50,97277778;0;1;0;NÃO INSCRITA;FIBRA;
3_2020;SUNSET AJU - SOBRAL II;2;CPCAJU;CPCAJU;BRASIL;0;3,37;11/JUN/2020;18:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-11,10638889;-37,15583333;0;0;0;261M2011000390;FIBRA;
18_2020;ELBE;1;CPVITO;CPVITO;HOLANDA;0;4,9;13/JUN/2020;9:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,30861111;-40,28611111;0;0;0;003M2011001440;ALUMÍNIO;A SER APURADO
05_2020;ORBA E FELIPE E DAVI HERE;1;CFBELZ;CFBELZ;BRASIL;0;5;11/JUN/2020;21:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-53,2;-44,13500000;1;0;0;281M2013000930;FIBRA;
25_2020;SEM NOME;4;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;A SER APURADO;14/JUN/2020;9:00;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;;;1;0;0;A SER APURADO;A SER APURADO;A SER APURADO
19_2020;SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;15/JUN/2020;13:00;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-3,000277778;-50,26416667;0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
15_2020;SEM NOME;8;CPFTPR;CPFTPR;BRASIL;NÃO INSCRITA;5,95;14/JUN/2020;15:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,84027778;-50,68444444;1;0;0;NÃO INSCRITA;ALUMÍNIO;
24_2020;ANTONIO PRATES - CAIMA III - CAIMA IV;9;CPNAUS;AGTINS;BRASIL;35;14;18/JUN/2020;21:00;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-2,070277778;-56,86750000;0;0;0;001-143067-2/;AÇO;
7_2020;ISMAEL;4;CPPARN;CPPARN;BRASIL;8,5;10,4;19/JUN/2020;9:00;BARCO;CABOTAGEM;PESCA;MOTOR;AVARIA DE MÁQUINAS;-2,803888889;-41,72861111;0;0;0;1410108791;MADEIRA;NÃO POSSUI
19_2020;PETER PAN;1;CPVITO;CPVITO;BRASIL;A SER APURADO;7;19/JUN/2020;9:00;VELEIRO;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,3;-40,29694444;0;0;0;341M2003000108;MADEIRA;NÃO POSSUI
03_2020;MUTUM 1 - MUTUM;1;DLPIRA;DLPIRA;BRASIL;7;A SER APURADO;18/JUN/2020;0:10;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE CARGA E/OU EQUIPAMENTO NA ÁGUA;-18,7675;-49,97972222;1;0;0;5210069958;AÇO;
01_2020;AMÉRICO VESPÚCIO;5;DELUNA;DELUNA;BRASIL;42,564;227,97;23/JUN/2020;4:45;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;QUEDA DE CARGA E/OU EQUIPAMENTO NA ÁGUA;-28,38805556;-49,08916667;0;0;0;SOLAS-IMO 9603233;AÇO;
01_2020;MARCOS A;3;CPSSOA;CPSSOA;BRASIL;2,2;8,5;16/JUN/2020;3:00;BOTE;INTERIOR;PESCA;MOTOR;ÁGUA ABERTA;;;0;0;0;2010071883;MADEIRA;NÃO POSSUI
02_2020;COSTA BELA II;3;CPSSOA;CPSSOA;BRASIL;14;14;20/JUN/2020;3:00;FLUTUANTE;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;;;0;0;0;201000021998,;FIBRA;
12_2020;TURISMAR II - ADOLPHO I;1;CPMCAE;CPMCAE;BRASIL;0;3,22;20/JUN/2020;12:20;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;-41,93888889;0;0;0;387M2012000186;FIBRA;
16_2020;MAR SUAVE;1;DLCABO;DLCABO;BRASIL;1;7;27/JUN/2020;11:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-22,9375;-42,03527778;0;0;0;3840168813;FIBRA;
15_2020;MPB II;1;DLCABO;DLCABO;BRASIL;7;11,28;26/JUN/2020;4:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-22,93972222;-41,75361111;0;0;0;3810508705;MADEIRA;NÃO POSSUI
14_2020;MOURA RIO I;1;DLCABO;DLCABO;BRASIL;68,40;21;25/JUN/2020;5:00;BARCO;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;-22,88138889;-42,00666667;0;0;0;3810225134;MADEIRA;NÃO POSSUI
06_2020;PATRICINHA;7;CPFBRA;CPFBRA;BRASIL;1;8,05;25/JUN/2020;12:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-15,77138889;-47,83500000;0;0;0;5210198529;FIBRA;
